"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","NA","Ag","As","Au","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"49","T43","43.21","0.92","22.53","10.86",NA,"0.11","4.61","14.92","1.27","0.08","0.04",NA,NA,"1.04",NA,NA,NA,NA,NA,"58",NA,NA,NA,NA,"3.5",NA,"35","43",NA,"584","0.85","0.44","0.42",NA,"19","0.4",NA,"6",NA,"0.2",NA,NA,NA,"1.3",NA,"0.08",NA,NA,NA,"2.8","19",NA,"0.5",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"0.77",NA,"758",NA,"0.17",NA,NA,NA,"0.06",NA,"444",NA,"5","0.42","79","4"
"50","T44","42.54549","0.95231","21.98033","10.78044407",NA,"0.10393","4.5911","15.15009","1.33419","0.08982","0.03862","0.19",NA,"0.79",NA,NA,NA,NA,NA,"49.3672437412174",NA,NA,NA,NA,"3.14294226624654",NA,NA,"40.6","0.370863514696328","586.2","0.886437564683141","0.447408276545496","0.388541717905911",NA,"19.5","0.845689352371265",NA,"0.33256829731884",NA,"0.178049758613178",NA,NA,NA,"1.3838126342034",NA,"0.0569948237985113",NA,NA,"0.229162428418023","2.3500783851976","26.9",NA,"4.30625185096115",NA,"0.450816758241982",NA,"1.83098466632333",NA,NA,NA,NA,NA,"39.9",NA,"0.746740892602982",NA,"771.89782242957","0.0197578058243256","0.141429622957585",NA,"0.0999497510958725",NA,"0.0611230230075212","0.0354600479010415","436",NA,"4.48959082503825","0.370841686501934","95.7","9.41521389095956"
"51","T45","43.6","0.94","21.7","10.7","4.9","0.1","4.58","15.1","1.39","0.1","0.03","1","0.18","0.75",NA,NA,"1.9",NA,NA,"50",NA,"0.09",NA,"0.22","3.4","265","36.2","40","0.4","637","0.85","0.47","0.36","70","19","0.9",NA,NA,"10","0.18",NA,NA,NA,"1.5","4",NA,NA,NA,NA,"2.6","19.3",NA,"5.4",NA,"0.54",NA,"1.9",NA,NA,NA,"0.05",NA,"42",NA,"0.7",NA,"774",NA,"0.15","0.48",NA,NA,NA,NA,"454","2.8","4.6","0.4","88","8.2"
"52","T46","44.1","0.95","21.75","10.66",NA,"0.0987","4.65","14.86","1.36","0.95","0.0249",NA,"0.28","0.95",NA,"0.3","1.6","0.016",NA,"52.8","0.2","0.06",NA,NA,"3.04",NA,"36","21","0.389","622","0.86","0.42","0.34","134","20.1","0.8","1","0.31",NA,"0.16",NA,"0.04",NA,"1.29","3.7","0.053","0.5",NA,NA,"2.38","23",NA,"6",NA,"0.475",NA,"1.68",NA,NA,NA,"514",NA,"42",NA,"0.68","0.4","785",NA,"0.121",NA,"0.09",NA,NA,NA,"454","2.4","3.88","0.36","95","9.5"
"53","T47","43.69","0.96","22.45","10.67",NA,"0.11","4.8","15.58","1.23","0.08","0.03",NA,NA,"0.86",NA,NA,NA,NA,NA,"48.8",NA,NA,NA,"0.22","3.31",NA,"33.5","28.2","0.37","567","0.86","0.49","0.39",NA,NA,"0.9",NA,NA,NA,"0.18",NA,NA,NA,"1.33",NA,"0.06",NA,NA,NA,"2.66","18.7",NA,"4.52",NA,"0.52",NA,"1.6",NA,NA,NA,NA,NA,"35.7",NA,"0.76",NA,"839",NA,"0.14",NA,NA,NA,"0.07","0.03","399",NA,"4.24","0.4","96.4","10.3"
"54","T48","33.84","1.6","24.31","11.31",NA,"0.11",NA,NA,NA,NA,"0.01",NA,NA,"1.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","30",NA,"703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103",NA
"55","T49","42.98","1.049","22.21","10.85",NA,"0.098","4.75","14.42","1.52","0.09","0.051",NA,NA,"0.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0037","0.0031",NA,"0.0597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0007",NA,"0.0025",NA,"0.001",NA,NA,NA,"0.0003",NA,NA,NA,"0.033",NA,NA,NA,NA,NA,"0.0793",NA,NA,NA,NA,NA,NA,NA,"0.0336",NA,"0.0007",NA,"0.0087","0.0057"
"56","T50","43.4940885840492","0.899912331682259","22.1344748392402","10.2872778873213",NA,"0.0989756445747836","4.67752504189071","15.8523876947068","1.0368345585953","0.0926850346684417","0.0383016974136144",NA,"0.1417968","0.82",NA,NA,NA,NA,NA,"70.4846666666667","0.123690681481482","0.0617910428571429",NA,NA,"3.81131034736842",NA,"36.3576666666667","39.6553333333333","0.450817821052631","552.012337842857","0.8608755","0.457565594736842","0.406596131578947",NA,"20.1173333333333","0.8082045",NA,NA,NA,"0.175673152631579",NA,NA,NA,"1.75048757894737","6.97610941851852","0.059008752631579",NA,NA,NA,"2.82160180526316","43.7533188321429",NA,"5.75248952142857",NA,"0.553666889473684",NA,"4.48866666666667",NA,NA,NA,"0.045875",NA,"33.697",NA,"0.735408478947368",NA,"762.811666666667","3.78233333333333","0.137350831578947",NA,"0.0863767785714286","0.0138941392857143","0.0630552894736842","0.04352165","447.012666666667",NA,"3.74733333333333","0.391812968421053","83.673","7.03333333333333"
"57","T51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49.88",NA,NA,NA,NA,"3.44",NA,NA,NA,"0.39",NA,"0.79","0.42","0.38",NA,NA,"0.81",NA,"0.4",NA,"0.16",NA,NA,NA,"1.53",NA,"0.06",NA,NA,"0.29","2.8",NA,NA,NA,NA,"0.56",NA,"1.94",NA,NA,NA,NA,NA,"44.19",NA,"0.78",NA,"799.9","0.07","0.14",NA,"0.95",NA,"0.06","0.04",NA,NA,"3.92","0.37",NA,"10.43"
"58","T52","43.5","0.91","22.06","10.49","4.7","0.113","4.69","15.48","1.27","0.11","0.033","1.2","0.18","0.85",NA,NA,"0.86",NA,NA,NA,NA,"0.14",NA,NA,"2.9",NA,"37","77",NA,"594","0.54",NA,"0.36","205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","0.16",NA,NA,"1.5","3.8","16",NA,"14",NA,"2.6",NA,NA,NA,NA,NA,"516",NA,"38",NA,"2.36",NA,"771",NA,NA,NA,"2.5",NA,NA,NA,"444",NA,"5.5","1.42","101","6.5"
"59","T53",NA,"0.95","21.75","11",NA,"0.1","4.8","14.56","1.34","0.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3",NA,NA,"22",NA,NA,"580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5",NA,NA,NA,NA,NA,"20",NA,"8.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"820",NA,NA,NA,NA,NA,NA,NA,"360",NA,NA,NA,"100",NA
"60","T54","43.02","0.993","22.09","11.18","4.75","0.106","4.93","15.33","1.42","0.09","0.056",NA,NA,"0.88",NA,NA,NA,NA,NA,"52.7",NA,NA,NA,NA,"3.32",NA,"31.5","43.7","0.44","583.2","0.77","0.44","0.38",NA,"20.1","0.77",NA,"0.39",NA,"0.17",NA,NA,NA,"1.41",NA,"0.06",NA,NA,"0.94","2.63","19",NA,"4.41",NA,"0.52",NA,"2.33",NA,NA,NA,NA,NA,"40.9",NA,"0.78",NA,"767",NA,"0.15",NA,"0.13",NA,"0.07","0.03","431.8",NA,"4.34","0.4","89.5","9.96"
"61","T54.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","T55","42.11","0.964","22.34","10.8",NA,"0.103","4.82","15.36","1.51","0.14","0.046",NA,NA,NA,NA,"0.7",NA,NA,NA,"61","0.15",NA,NA,"0.23","3.7",NA,"39.2","39.1",NA,"581.7","0.8","0.42","0.36",NA,NA,"0.81",NA,"0.31",NA,"0.16",NA,NA,NA,"1.6","4.1","0.05","0.48",NA,NA,"2.6","19.7",NA,"4.8",NA,"0.6",NA,NA,NA,NA,NA,NA,"0.12","40.9","11","0.71",NA,"916.6","0.02","0.13",NA,"0.06",NA,"0.06","0.03","549",NA,"3.7","0.36","100.5","48"
"63","T56","43.45","0.96","22.42","10.78",NA,"0.11","4.85","15.32","1.41","0.1","0.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","T57","51.03","1.14","15.5","10.41",NA,"0.09","4.46","13.91","1.72",NA,"0.04",NA,NA,"1.6",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,"519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"23",NA,"16",NA,NA,NA,NA,NA,NA,NA,"376",NA,NA,NA,NA,NA,"806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86",NA
"65","T58","43.409","0.951","22.683","10.613",NA,"0.109","4.689","15.134","1.274","0.099","0.033",NA,NA,"0.88",NA,NA,"1.5",NA,NA,"105",NA,NA,NA,NA,"1.3",NA,NA,"48.3",NA,"633.5",NA,NA,NA,NA,"20.3",NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,"2.5",NA,"20.8",NA,"4.8",NA,NA,NA,"4.5",NA,NA,NA,NA,NA,"39",NA,NA,NA,"800.3",NA,NA,NA,"5",NA,NA,"0","438.3",NA,"4.5",NA,"86.5","12.3"
"66","T59","43.28","0.95","22.25","10.67",NA,"0.104","4.7","15.46","1.39","0.071","0.05",NA,NA,"0.86",NA,NA,NA,NA,NA,"53",NA,NA,NA,NA,NA,NA,"29","71",NA,"595",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,"786",NA,NA,NA,NA,NA,NA,NA,"458",NA,NA,NA,"98","23"
"67","T60","43.015","0.951","22.179","10.683",NA,"0.1","4.619","15.405","1.367","0.089","0.031",NA,NA,"1.075",NA,"0.5",NA,NA,NA,"58.3","0.12","0.069",NA,NA,"4",NA,"35.8","40.2","0.369","644.8","0.749","0.406","0.324",NA,"20.5","0.83",NA,"0.362",NA,"0.149",NA,NA,NA,"1.53","3.01","0.041","0.36",NA,"0.25","3","18.5",NA,"5",NA,"0.6",NA,"2.2",NA,NA,NA,NA,"0.1","42.5","1","0.75","0.5","803.3",NA,"0.111",NA,"1.05",NA,"0.044","0.025","450.8","2.05","4.6","0.375","91.2","9"
"68","T61","42.28","0.94","21.8","10.56",NA,"0.1","4.49","15.11","1.32","0.09","0.04","1.17","0.22","0.82",NA,NA,NA,NA,NA,"46",NA,NA,NA,NA,NA,NA,"35","34",NA,"664",NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,"20",NA,"6",NA,NA,NA,"3",NA,NA,NA,"350",NA,NA,NA,NA,NA,"811",NA,NA,NA,NA,NA,NA,NA,"459",NA,"5",NA,"94",NA
"69","T62","43.46","0.92","21.6","10.93","4.68","0.11","4.74","15.07","1.49","0.1","0.03","0.55",NA,"1.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","32",NA,"585",NA,NA,NA,"0.054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"737",NA,NA,NA,NA,NA,NA,NA,"482",NA,NA,NA,"99",NA
"70","T63","43.75","0.963","22.62","9.85","5","0.098","4.995","15.63","1.14","0.06","0.045",NA,NA,"1.47",NA,"0.34",NA,NA,NA,"43.517","0.132",NA,NA,"0.134","3.928",NA,"43.648","62.27","0.352","539.045","0.861","0.454","0.42",NA,"21.683","0.954","1.408","0.337",NA,"0.171",NA,NA,NA,"1.48","3.219","0.055","3.645",NA,"0.331","2.963","29.817",NA,"3.806",NA,"0.57",NA,"1.486",NA,NA,NA,NA,"0.127","52.599",NA,"0.815",NA,"699.977","0.041","0.139","0.072","0.062","0.013","0.062","0.025","492.984","2.778","4.497","0.389","97.711","11.899"
"71","T64","43.46","0.93","22.32","10.93",NA,"0.1","4.61","15.33","1.34","0.09","0.03",NA,"0.29",NA,NA,NA,NA,NA,NA,"36",NA,NA,NA,NA,NA,NA,"38","20",NA,"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA,"625",NA,NA,NA,NA,NA,NA,NA,"410",NA,NA,NA,"85",NA
"72","T65","43.44","0.985","21.95","10.99","4.86","0.096","4.8","15.1","1.36","0.1","0.04",NA,NA,"0.83",NA,NA,NA,NA,"4","49",NA,NA,NA,NA,NA,NA,"33","36",NA,"632",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,"2","6.8",NA,NA,NA,NA,"11.1","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.1",NA,NA,NA,"788",NA,NA,NA,NA,NA,NA,NA,"461",NA,"3.4",NA,"89",NA
"73","T66","44","0.96","21.5","10.8",NA,"0.1","4.68","15.3","1.18","0.04","0.04",NA,NA,"0.86",NA,NA,NA,NA,NA,"58",NA,NA,NA,NA,"3.93",NA,"38.4","49","0.38","544","0.91","0.44","0.43",NA,NA,"0.85",NA,"0.4",NA,"0.2",NA,NA,NA,"1.36",NA,"0.06","1.72",NA,"0.57","2.68","45",NA,"7.1",NA,"0.54",NA,"1.81",NA,NA,NA,NA,"0.18","44",NA,"0.83","0.31","810","0.02","0.13",NA,"0.1",NA,"0.07","0.05","478","2.33","6","0.4","83","13"
"74","T67","43.78","0.94","22.45","10.89","4.45","0.11","4.7","15.68","1.37","0.1","0.04","1.15","0.18","0.98",NA,NA,NA,NA,NA,"52.52","0.14",NA,NA,"0.071","3.18",NA,"37.24","42.01","0.381","567","0.829","0.459","0.365",NA,"19.4","0.847",NA,"0.3",NA,"0.159",NA,NA,NA,"1.3","3.83","0.055","0.79",NA,NA,"2.51","23.84",NA,"4.3",NA,"0.512",NA,"1.69",NA,NA,NA,NA,NA,"41.64",NA,"0.71","1.23","841.7",NA,"0.131",NA,"0.06","0.02","0.059","0.025","454","1.96","4.34","0.39","98.92","11.1"
"75","T68",NA,NA,"22.2","10.93",NA,"0.105","4.6",NA,"1.35",NA,NA,NA,NA,NA,NA,NA,"1.65",NA,NA,NA,NA,NA,NA,NA,"3.6",NA,"37.1","36.6",NA,NA,NA,NA,"0.408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.33",NA,"0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08","41.2","0.505","0.709",NA,NA,NA,NA,NA,NA,NA,NA,NA,"453",NA,NA,"0.384",NA,NA
"76","T69",NA,"0.98","21.92","10.98",NA,"0.102","4.13","14.41","1.35",NA,NA,NA,NA,NA,NA,NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,"290","36.7","41",NA,NA,NA,NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.9",NA,"0.73",NA,"820",NA,NA,NA,NA,NA,NA,NA,"487","2.6",NA,"0.35",NA,NA
"77","T69.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.084",NA,NA,NA,NA,NA,NA,NA,"0.008",NA,NA,NA,NA,"0.5",NA,"3.4",NA,NA,NA,NA,"600","0.9",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","T70","43.78","0.98","22.47","10.91",NA,"0.11","4.76","15.62","1.34","0.09","0.046",NA,NA,"0.73",NA,NA,NA,NA,NA,"56",NA,NA,NA,NA,"16",NA,"34","50.9",NA,"620",NA,NA,NA,NA,"21.3",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"2.2",NA,"22",NA,"4",NA,NA,NA,"0.8",NA,NA,NA,NA,NA,"50",NA,NA,NA,"819",NA,NA,NA,NA,NA,NA,"2.5","482",NA,"4",NA,"88.4","23.5"
"79","T71","43.13","0.957","22","10.63",NA,"0.103","4.64","15.33","1.28","0.08","0.036",NA,"0.325","1.02",NA,NA,"1.8",NA,NA,"45","0.13",NA,NA,"0.203","3.07",NA,"36.27","38.17","0.394","682.7","0.717","0.367","0.364",NA,"18.23","0.872",NA,"0.334",NA,"0.16",NA,NA,NA,"1.33","2.97","0.061",NA,NA,NA,"2.49","19.33",NA,"3.67",NA,"0.457",NA,"1.33",NA,NA,NA,NA,"0.105","42.1","0.485","0.771",NA,"815.3","0.025","0.144",NA,"0.073",NA,"0.05","0.025","490.3","2.27","4.83","0.403","103","7.67"
"80","T72","43.4","0.97","21.9","11",NA,"0.1","4.6","15.3","1.3","0.09","353",NA,"0.19","0.82",NA,NA,NA,NA,NA,"52",NA,NA,NA,NA,NA,NA,"36","59",NA,"770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"520",NA,NA,NA,NA,NA,"756",NA,NA,NA,NA,NA,NA,NA,"359",NA,NA,NA,"105","20"
"81","T73",NA,"0.95",NA,"10.97",NA,"0.1",NA,"15.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,"665",NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","63"
"82","T74","42.6","0.963","21.88","11.037",NA,"0.108","4.703","15.17","1.362","0.089","0.024",NA,NA,"0.71",NA,NA,NA,NA,NA,"59.3",NA,NA,NA,NA,NA,NA,"31.1","35.6",NA,"508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.82",NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","T75","43.5","0.95","22.5","10.7",NA,"0.11","4.85","14.4","1.26","0.08","0.037",NA,NA,"0.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","T76","43.6","0.98","22.3","11.1",NA,"0.11","4.62","15.8","1.35","0.09","0.04",NA,NA,"0.81",NA,NA,NA,NA,NA,"57",NA,NA,NA,"0.3","3.4",NA,"50","30",NA,"690","0.9","0.5","0.4",NA,NA,"0.9",NA,NA,NA,NA,NA,NA,NA,"1.4",NA,NA,NA,NA,NA,"2.7","21",NA,NA,NA,"0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8",NA,"825",NA,NA,NA,NA,NA,NA,NA,"480",NA,"4.2","0.4","100",NA
"85","T77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48.1",NA,NA,NA,NA,"2.98",NA,"35.4",NA,NA,"575","0.73","0.45","0.34",NA,"18.3","0.81",NA,"0.255",NA,"0.15",NA,NA,NA,"1.14",NA,"0.05",NA,NA,"0.45","2.43",NA,NA,NA,NA,"0.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.75",NA,"772",NA,"0.13",NA,"0.1",NA,"0.06",NA,"449",NA,"3.69","0.35",NA,"7.86"
