"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","NA","Ag","As","Au","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"47","X43","79.24","0.056","12.74","0.72",NA,"0.104","0.113","0.327","4.13","1.39","0.024",NA,NA,"0.868",NA,NA,NA,NA,"95","10",NA,NA,NA,NA,"13",NA,"0.5","10",NA,"9",NA,NA,NA,"2900","46",NA,NA,"2",NA,NA,NA,NA,NA,"2","695",NA,"3",NA,"30","7","0.5",NA,"15",NA,NA,NA,NA,NA,NA,NA,"238",NA,NA,NA,NA,NA,"36",NA,NA,NA,NA,NA,NA,NA,"1",NA,"12",NA,"27","6"
"48","X44","80.5094520095742","0.070269794008463","12.3943084146514","0.84507177557282",NA,"0.11127840248516","0.143487139932328","0.287754158856695","3.43467635407954","1.34487133667084","0.0233277307873916",NA,NA,"0.749544080186016",NA,NA,"7.2",NA,NA,"14",NA,NA,NA,NA,NA,NA,"1.6","17","397",NA,NA,NA,NA,NA,"57",NA,NA,"5.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"132",NA,"10",NA,"5.9",NA,NA,NA,"2469",NA,NA,NA,NA,NA,NA,"1.2",NA,NA,"33","87",NA,NA,NA,"16",NA,"5.7",NA,"3.9",NA,NA,"25","2.2"
"49","X45",NA,"0.05","11.27","0.68",NA,"0.1","0.08","0.29","4.23","1.34","0.02",NA,NA,NA,NA,NA,NA,NA,NA,"5.73",NA,NA,NA,NA,"5",NA,"0.25","12.25","354.7","0.75","1.1","0.2","0.02",NA,"58","1.8",NA,NA,NA,"0.1",NA,NA,NA,"1.2","626","0.02",NA,NA,NA,"3.3","1.06",NA,"2.7",NA,"0.8",NA,"2223",NA,NA,NA,NA,NA,"2.57",NA,"2.2",NA,"31.58",NA,"0.3",NA,"2.2",NA,"0.03","2.2","1.44",NA,"5.6","0.2","32.77","5.78"
"50","X46","77.11","0.07","11.91","0.7","0.93","0.11","0","0.26","4.23","1.45","0.02","0.64","0.08","0.72",NA,NA,"9",NA,NA,"6",NA,"8",NA,"18","0","57","6","21","452","3","2","2","1","2829","66","1",NA,"2",NA,"0",NA,NA,NA,"0",NA,NA,"6",NA,"167","7","9",NA,"21",NA,"2",NA,"2880",NA,NA,NA,"0","35","3",NA,"1","17","41","121","1",NA,"15",NA,NA,"3","5","2","126","0","34","26"
"51","X47","78.14","0.069","10.08","0.66",NA,"0.08","0.96","0.38","2.64","1.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","40","95",NA,"0.35",NA,NA,"0.6","1.5",NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"775",NA,"2.3",NA,NA,NA,"2.7",NA,"1.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA
"52","X48","79.51","0.058","12.41","0.73",NA,"0.108","0.075","0.29","3.97","1.36","0.031",NA,NA,"0.73",NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,"17","110",NA,"15","240",NA,NA,NA,NA,"3200","59",NA,NA,"2.7",NA,NA,NA,NA,NA,"29",NA,NA,"4",NA,"137","1.4",NA,NA,"21",NA,"3",NA,"2512",NA,NA,NA,NA,NA,"11",NA,"1.5","130","37","135",NA,NA,"6",NA,NA,"3","2","20","15",NA,"31","4"
"53","X49","77.1","0.08","13.1","0.9",NA,"0.11","0.09","0.46","4.31","2.13","0.05","0.01",NA,"0.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"278",NA,"73",NA,"90.3","61.6",NA,NA,NA,"81.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"269",NA,"73.9",NA,NA,NA,NA,NA,"4180","87.2",NA,NA,"147",NA,"55.3",NA,NA,NA,"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,"292",NA,"67.3","7.2"
"54","X50","78.8","0.05","12.3","0.76",NA,"0.11",NA,"0.3","4","1.3",NA,NA,"0.1","0.73",NA,NA,NA,NA,"15","10","69",NA,NA,NA,"7.8",NA,"0.4","17",NA,NA,"1.6","0.3","0.1",NA,"43","2.1","4.1","1.1",NA,"0.2",NA,NA,NA,"2","713",NA,"0.2",NA,"203","4.9","14",NA,"5.3",NA,"1.2",NA,"2600",NA,NA,NA,NA,"8.7",NA,NA,"3.1","154","38","118","0.5",NA,"4.4","14",NA,"4.6",NA,NA,"6.4",NA,"33",NA
"55","X51","78.73","0.054","12.7","0.75",NA,"0.103","0.09","0.3","4.17","1.34","0.033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.325",NA,NA,NA,"32",NA,NA,NA,NA,"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.6",NA,"130",NA,"9",NA,"12",NA,NA,NA,"2443",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19","119",NA,NA,"25",NA,NA,NA,NA,NA,"14",NA,"37","11"
"56","X52",NA,NA,NA,"0.786",NA,"0.109",NA,"0.256",NA,"1.156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"149",NA,NA,NA,NA,NA,NA,NA,"2650",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,"37",NA
"57","X53","79.7984336686667","0.059149843","12.4571237866667","0.854475435666667",NA,"0.114683034","0.264936113333333","0.285009306666667","4.35340713966667","1.37135049166667","0.047769887",NA,"0.264","0.813333333333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","X54","79.48","0.06","14.48","0.82","0.55","0.098","0.13","0.3","4.17","1.39","0.04",NA,NA,"0.78",NA,NA,NA,NA,NA,"380",NA,"5",NA,"1.175",NA,NA,"29","26","470",NA,NA,NA,NA,NA,"73",NA,NA,NA,NA,NA,NA,NA,NA,"32",NA,NA,NA,NA,"159",NA,"2",NA,"0.7",NA,NA,NA,"2524",NA,NA,NA,NA,NA,NA,NA,NA,"216","34","131",NA,NA,NA,"13",NA,"14","30","5","9",NA,"30",NA
"59","X55","79.5","0.06","13.6","0.79",NA,"0.1","0.13","0.39","3.68","1.3","0.05",NA,NA,"0.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","X56","79.82","0.054","13.33","0.57",NA,"0.108","0.06","0.3","3.81","1.22","0.058",NA,NA,"0.74",NA,NA,"3",NA,NA,"189",NA,NA,NA,NA,NA,NA,"5","22",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58",NA,"11",NA,"11",NA,NA,NA,"2774",NA,NA,NA,"130",NA,NA,NA,NA,NA,"38",NA,NA,NA,NA,NA,NA,NA,"27",NA,"157",NA,"37","10"
"61","X57","79.8","0.059","12.28","0.72",NA,"0.104","0.11","0.3","4.12","1.38","0.032",NA,NA,"0.84",NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,"7.44",NA,"0.51","15.07","414","3.1","2.12","0.38","0.045",NA,"57.58","3.17",NA,"1.1",NA,"0.19",NA,NA,NA,"4.4",NA,"0.04",NA,NA,"146.2","5.22","3.1",NA,"7.45",NA,"1.27",NA,"2547",NA,NA,NA,NA,NA,"20.32",NA,"3.65",NA,"9.18","135.9","0.59",NA,"5.17",NA,"0.055","4.44","1.35",NA,"8.98","0.4","25.7","5.02"
"62","X57.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"191.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","X58","78.776","0.055","12.326","0.779",NA,"0.105","0.055","0.293","4.145","1.38","0.029",NA,NA,"0.775",NA,NA,NA,NA,NA,"10.2",NA,NA,NA,NA,NA,NA,"0.6",NA,NA,"5.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.54",NA,"28.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.2",NA
"64","X59","80.165","0.05","12.549","0.729",NA,"0.11","0.114","0.293","4.248","1.392","0.026",NA,NA,"0.788",NA,NA,"1.8",NA,NA,"8.349","58.65","0.0959",NA,"0.7","6.46",NA,"0.2195","8.6","404","2.4","1.533","0.2397","0.0298",NA,"58.6","2.468","5.3","0.9444",NA,"0.1533",NA,NA,NA,"1.753","690","0.0496",NA,NA,"153.6","4.593","6.8",NA,"5.305",NA,"1.016",NA,"2628.2",NA,NA,NA,NA,"8.25","2.5",NA,"2.955","186.7","36.6","112.1","0.4537",NA,"4.437","13.93","0.0493","4.364","2.1","6.151","5.816","0.3685","29.4","4"
"65","X60","78.63","0.06","12.3","0.66",NA,"0.1","0.17","0.29","4.23","1.37","0.035",NA,NA,"1.28",NA,NA,NA,NA,NA,"7.82",NA,NA,NA,"0.04","7.83",NA,"0.52","7.02","419","2","1.43","0.24","0.044",NA,"42","2.51",NA,"0.9",NA,"0.126",NA,NA,NA,"1.84","209","0.032","0.34",NA,"142","5.31","1.03",NA,"5.06",NA,"1.3",NA,"2200",NA,NA,NA,NA,"7.1","1.46",NA,NA,"3.47","7.52","43.3","0.408",NA,"5.05","13.6","0.038","4.15","1.72","5.2","4.85","0.274","18.5","3.36"
"66","X61","79.3","0.06","12.4","0.75",NA,"0.12","0.13","0.29","4.42","1.39","0.03",NA,NA,"0.78",NA,NA,NA,NA,NA,"6.7","27",NA,NA,NA,"7",NA,"3.2",NA,NA,"3.7","0.9",NA,NA,NA,NA,"1.7",NA,NA,NA,NA,NA,NA,NA,"1.3","620",NA,"0.7",NA,NA,NA,"2",NA,"5.3",NA,NA,NA,NA,NA,NA,NA,NA,"6.6",NA,NA,"3","210","26",NA,"0.3",NA,"4","14",NA,"4",NA,NA,"7.8","0.2","27",NA
"67","X62","78.05318","0.05486","12.12396","0.73584863",NA,"0.10895","0.09832","0.28238","4.11701","1.35227","0.03134",NA,NA,"0.72",NA,NA,NA,NA,NA,"9.27203919110941",NA,NA,NA,NA,"7.68189108241813",NA,NA,"15.5","405.8","0.6","2.04160335577013","0.332105460742471","0.0518805809417827",NA,"38.5365857142857","3.06830258488859",NA,"1.08262471928972",NA,"0.186951047161839",NA,NA,NA,"2.0511802471033",NA,"0.038743215358099",NA,NA,"174.139305448039","5.26714978726643","0",NA,"6.88882120324772",NA,"1.2809781197218",NA,"2551.65588158431",NA,NA,NA,NA,NA,"2.8965078178848",NA,"3.67638577334891",NA,"9.71580258005475","140.434862983174","0.552715439954418",NA,"5.32416398355158","14.0075124755568","0.0545389932415435","4.38183864892966","1.9",NA,"8.16302465608842","0.33845019423081","28","5.71257505521783"
"68","X63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.393",NA,NA,NA,NA,"4.565",NA,NA,NA,"375.33",NA,"1.12","0.206","0.026",NA,NA,"1.658",NA,"0.849",NA,"0.103",NA,NA,NA,"1.111",NA,"0.031",NA,NA,"166.05","3.212",NA,NA,"4.499",NA,"0.71",NA,"2072.3",NA,NA,NA,NA,NA,NA,NA,"2.04",NA,"5.92","110.1","0.287",NA,"3.96",NA,"0.032","3.41",NA,NA,"4.66","0.231",NA,"4.93"
"69","X65","80.3","0.05","12.33","0.73",NA,"0.11","0.13","0.28","4.21","1.39","0.03",NA,NA,"0.91",NA,"0.5","3.5",NA,"366","7.4",NA,"0.06",NA,NA,"6.7",NA,"0.4","12","421","6",NA,NA,NA,NA,"57.9","1.8","4.8","0.99",NA,NA,NA,NA,NA,NA,"700",NA,NA,NA,"186",NA,"3",NA,"8.5",NA,NA,NA,"2495",NA,NA,NA,NA,"6.86",NA,NA,NA,NA,"8.34","137",NA,NA,NA,NA,NA,"3.9",NA,"6.45",NA,NA,"34","11.6"
"70","X66","79.52","0.06","12.24","0.701","0.37","0.106","0.11","0.28","4.17","1.41","0.027","0.76",NA,"0.75",NA,NA,"2.07",NA,NA,NA,NA,"0.325",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,"2390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"680",NA,NA,NA,"141",NA,"107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.29",NA,NA,NA,NA,"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38",NA
"71","X66.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","X67","83.57","0.049","11.1","0.656",NA,"0.051","0.038","0.168","1.73","1.16","0.033","0.855","0.313","1.2",NA,"0.02","2.4","0.004","2","2","0.08","0.01","2","0.02","0.03","304","0.16","7","386","5","0.15","0.02","0.002",NA,"30","1.2","0.16","0.18","0.001","0.01","1","0.01","2E-005","0.2","330","0.02","0.19",NA,"139","2.6","0.9","9E-007","3","0.0008","0.03","1E-005","2510","1E-005","2E-005","5E-006","10","2.7","0.16","0.3","0.8","170","4","150","0.03","0.15","0.9","1.6","0.01","2.6","0.1","0.4","2.4","0.02","7","0.9"
"73","X68",NA,"0.0471203836063119","11.9173150462534","0.716972461447414",NA,"0.107902642372614","0.109230728845231","0.305958091929072","4.20475536147963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5625","72.945",NA,NA,NA,"6.34375",NA,"0.270833333333333","11.65","433.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.21041666666667","701.159375",NA,"0.8",NA,NA,NA,NA,NA,"6.54375",NA,NA,NA,"2526.85208333333",NA,NA,NA,NA,"8.26875","2.32291666666667",NA,NA,"117.791666666667","37.4166666666667",NA,NA,NA,"5.04166666666667","15.3395833333333",NA,"4.72291666666667",NA,NA,"6.565625",NA,"27.26875",NA
"74","X69/late","84.8133333333333","0.0633333333333333","12.5133333333333","0.95",NA,"0.143333333333333","0.17","0.33",NA,"1.06666666666667",NA,NA,NA,NA,NA,NA,"221",NA,"248.333333333333","13.1633333333333","85.3166666666667",NA,NA,NA,NA,NA,NA,"59.16",NA,"30.5233333333333",NA,NA,NA,NA,NA,NA,"58",NA,NA,NA,NA,NA,NA,NA,"633.296666666667",NA,"10",NA,"326.253333333333",NA,NA,NA,"60.445",NA,NA,NA,NA,NA,NA,NA,"300",NA,NA,NA,NA,"339.563333333333","38.2733333333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.2333333333333",NA,"18.12",NA
"75","X70","79.29",NA,"12.61","0.73",NA,NA,NA,"0.29","4.27","1.32","0.03",NA,NA,"0.71",NA,NA,"3.8",NA,NA,"7.7","66.1",NA,NA,NA,"7.5",NA,NA,NA,"389",NA,"2.02","0.38",NA,NA,"55.1","2.72",NA,NA,NA,"0.21",NA,NA,NA,NA,"720",NA,NA,NA,"18.7","5.1",NA,NA,NA,NA,"1.39",NA,"2100",NA,NA,NA,NA,"7.81","3",NA,"3.46",NA,"9.3",NA,"0.56",NA,"5.28",NA,NA,"4.74",NA,NA,"8.3",NA,"30",NA
"76","X71","75.5","0.05","12.15","0.69",NA,"0.11","0.1","0.29","4","1.35",NA,"0.7",NA,"0.79",NA,NA,"3.3",NA,NA,"9","65","0.09",NA,NA,"6.7","190",NA,NA,"395",NA,"1.96","0.35",NA,"2710","55","2.77","6",NA,NA,"0.19",NA,NA,NA,"1.8","680",NA,NA,NA,"194","5",NA,NA,NA,NA,"1.23",NA,"2560",NA,NA,NA,NA,"7.3","2.6",NA,"3.4","170","40","151","0.51",NA,"4.9","14.4",NA,"4.62",NA,"6","8","0.4","28","6.1"
"77","X72","79.15","0.055","12.31","0.77","0.49","0.11","0.07","0.29","4.14","1.37","0.025","0.58",NA,"0.84",NA,NA,"2.52",NA,NA,"7.9","69",NA,NA,NA,"7.29","114",NA,"24.5","339",NA,"1.75","0.308","0.042","3000","57.5","2.57","5.27","0.93",NA,"0.162",NA,NA,NA,"1.91","741","0.04",NA,NA,"151","4.86","4.8",NA,"6.83",NA,"1.19",NA,"2557",NA,NA,NA,NA,"7.99",NA,NA,"3.36","205","8.6","143","0.474",NA,"5.39",NA,"0.049","4.42",NA,"6.13","8.11","0.334","29.2","4.97"
"78","X73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,"6.44",NA,NA,NA,"411.7",NA,"1.54","0.263","0.0439",NA,NA,"2.45",NA,"0.97",NA,"0.143",NA,NA,NA,"1.66",NA,"0.0346",NA,NA,NA,"4.35",NA,NA,"7.292",NA,"1.051",NA,"2495",NA,NA,NA,NA,NA,NA,NA,"3",NA,"8.73",NA,"0.441",NA,"4.58",NA,"0.0415","4.39",NA,NA,"6.2","0.294",NA,"5.91"
"79","X73.1",NA,"0.0522","11.43","0.645",NA,"0.1048","0.0925","0.288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.261",NA,NA,"1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"632",NA,NA,NA,"168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"121.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.8",NA
"80","X74","79.54","0.049","12.27","0.72","0.6","0.102","0.102","0.3","4.26","1.34","0.025",NA,"0.18","0.81",NA,NA,NA,NA,"6",NA,"64.7",NA,NA,NA,NA,NA,NA,NA,"410",NA,NA,NA,NA,NA,"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,"662",NA,NA,NA,"148",NA,NA,NA,"9",NA,NA,NA,"2510",NA,NA,NA,NA,"8","2.8",NA,NA,"181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33",NA
"81","X75","79.617","0.058","12.483","0.72",NA,"0.107","0.136","0.292","4.212","1.406","0.031",NA,NA,"0.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134",NA,"2.3",NA,NA,NA,NA,NA,"2558.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,"27.2","11.1"
"82","X75.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.1",NA,NA,NA,NA,NA,NA,NA,"10.5",NA,NA,NA,NA,NA,NA,"58.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.6",NA,NA,"4.6",NA,NA,NA,NA,NA,NA
"83","X76","79.25","0.053","12.435","0.736",NA,"0.1055","0.125","0.2895","4.34","1.3885","0.028",NA,NA,"0.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"2770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"9",NA,NA,NA,NA,"37",NA
"84","X77","79.76","0.06","12.25","0.74","0.58","0.11","0.09","0.3","4.14","1.35","0.03",NA,NA,"0.72",NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"145",NA,"7",NA,"6",NA,NA,NA,"2520",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","150",NA,NA,NA,NA,NA,"18","22",NA,"8",NA,"28","7"
"85","X78",NA,NA,NA,"0.74",NA,NA,NA,NA,"4.12",NA,NA,NA,"0.104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.5","18","457","0.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.72",NA,"0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,"10","15.1","2.7",NA,"4.16",NA,NA,"156","0.6",NA,"5.4",NA,NA,"6",NA,NA,NA,NA,NA,NA
"86","X79","79.64","0.05","12.5","0.75",NA,"0.11","0.12","0.29","4.08","1.36","0.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","446",NA,NA,NA,NA,NA,"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,"720",NA,NA,NA,"169",NA,"7",NA,"15",NA,NA,NA,"2548",NA,NA,NA,NA,NA,NA,NA,NA,"209","35","134",NA,NA,"9",NA,NA,"6",NA,NA,NA,NA,"27","7"
"87","X80","79.8","0.06","17.2","0.68",NA,"0.22","1.59","0.29","6.66","1.49","0.12",NA,NA,NA,NA,"0.3","5.54",NA,NA,"376.4",NA,NA,NA,NA,NA,"28.04","8.74","26.61","2200","5.4",NA,NA,NA,NA,"14.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81.83",NA,"13.36",NA,"58.86",NA,NA,NA,"42.85",NA,NA,NA,"61380",NA,"3.15",NA,NA,NA,"23.11","8.19",NA,NA,NA,NA,NA,NA,"41",NA,"2110",NA,"51.03","37.17"
"88","X81","79.16","0.07","12.32","0.74",NA,"0.1","0.13","0.33","4.19","1.35","0.03",NA,NA,NA,NA,NA,"4",NA,NA,"9",NA,NA,"1",NA,"2","70",NA,"13","320","6",NA,NA,NA,NA,"56",NA,"4","1",NA,NA,NA,NA,NA,"4",NA,NA,"1",NA,"134","7","3",NA,"17",NA,NA,NA,"2540",NA,NA,NA,"40","10",NA,NA,"3","121","39","125",NA,NA,"4","13",NA,"1","2",NA,"11",NA,"30","6"
"89","X81.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","X82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.99",NA,"0.211",NA,NA,"8.265",NA,NA,NA,"424.5",NA,"1.344","0.415","0.209",NA,NA,"2.443",NA,"10.63",NA,"0.153",NA,NA,NA,"2.254","796.7","0.071","1.819",NA,"195.6","6.339",NA,NA,"7.51",NA,"1.388",NA,"2437.5",NA,NA,NA,NA,NA,NA,NA,"4.047",NA,"8.737","118.21","0.422",NA,"11.816","14.16","0.115","4.711",NA,NA,"3.582","0.506",NA,"14.504"
"91","X110/late","79.263","0.094","12.637","0.178",NA,"0.29","0.077","0.615","2.077","2.628","0.354",NA,NA,"0.702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.037",NA,NA,NA,NA,NA,NA,NA,"0.617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
