"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","Ag","As","Au","B","Ba","Be","Bi","Br","C(org)","C(tot)","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"48","B52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.44",NA,NA,"319",NA,NA,NA,NA,NA,NA,"59.2",NA,NA,NA,"0.44",NA,"6.21","3.07","2.2",NA,NA,"7.3",NA,"5.54",NA,"1.14",NA,NA,NA,"26",NA,"0.353",NA,NA,"18.9","32.4",NA,NA,"14.4",NA,"7.45",NA,"24.9",NA,NA,NA,NA,NA,"26.2",NA,"8.28",NA,"390","1.32","1.07",NA,"3.09",NA,"0.416","0.597",NA,NA,"31.6","2.49",NA,"225"
"49","B53","51.006","2.415","13.643","13.061",NA,"0.168","5.588","8.807","2.485","0.981","0.299",NA,NA,"0.9997",NA,NA,NA,NA,"335.4547","1.045773",NA,NA,NA,NA,NA,"59.18921",NA,"44.8167","96.74231","0.453367","62.50398","6.161871","3.04349","2.221972",NA,"22.63354","7.186595",NA,"5.040914",NA,"1.154655",NA,NA,NA,"26.69129","12.61954","0.359384","3.39253",NA,"18.13769","32.42006","54.59593",NA,"13.38518",NA,"7.634028",NA,"24.90815",NA,NA,NA,NA,NA,"27.57598",NA,"8.879012","17.4082","408.9823","1.096482","1.102989",NA,"3.023186","0.183181","0.418468","0.626122","333.9089",NA,"31.13125","2.545894","116.9039","199.7813"
"50","B54","50.964","2.414","13.769","13.206",NA,"0.1682","5.55","9.001","2.461","1.001","0.2972",NA,NA,"0.702",NA,NA,NA,NA,"347.1",NA,NA,NA,NA,NA,NA,"58.2",NA,NA,"90.4",NA,"61.2",NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,"29.8",NA,NA,NA,NA,"17.6","31.6","52.8",NA,"15.3",NA,NA,NA,"25.3",NA,NA,NA,NA,NA,"27.7",NA,NA,"23","407.7",NA,NA,NA,"3",NA,NA,NA,"330.5",NA,"31.5",NA,"114.9","200.9"
"51","B54.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.6",NA,NA,NA,"5.4",NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,"3.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.9",NA,NA,NA,NA,NA,NA,NA,NA,"0.9",NA,NA,NA,NA,NA,NA
"52","B56","47.6","2.58","13.9","16.2",NA,"0.202","4.22","9.78","2.48","1.15","0.403",NA,NA,"1.1",NA,NA,NA,NA,"0.05",NA,NA,NA,NA,NA,NA,"0.02","0.02",NA,"0.01",NA,"0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.132",NA,NA,NA,NA,NA,"0.03",NA,NA,NA,NA,NA,NA,NA,"0.07",NA,NA,NA,"0.02","0.03"
"53","B59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","B59.1","51.29","2.435","13.74","13.33","8.5","0.184","5.628","9.099","2.468","1.017","0.303","1.6","0.06","0.65","0.27",NA,NA,NA,"353.9","0.817","0.1",NA,NA,"567","0.23","58","198","47.5","99","0.7","65.83","5.99","3.01","2.15","512","22.26","7.33","1.63","5.28",NA,"1.15",NA,NA,NA,"27.4","13","0.39","3.67",NA,"17.21","32.9","60",NA,"17.25",NA,"7.66",NA,"27",NA,NA,NA,NA,"0.1","28",NA,"8.36","18.78","415.2","1.3","1.12",NA,"3.2",NA,"0.45","0.7","349.2",NA,"30","2.45","109.7","195"
"55","B60","51.647","2.442","14.002","13.332",NA,"0.173","5.691","9.027","2.42","0.974","0.289",NA,NA,"0.847",NA,"0.855",NA,NA,"300.1","0.719",NA,NA,NA,NA,"0.194","54.71",NA,"40.85","108.73","0.437","68.51","5.765","2.857","2.123",NA,"21.06","6.767",NA,NA,NA,"1.091",NA,NA,NA,"25.91",NA,"0.336","3.01",NA,"17.365","31.61","44.4",NA,"15.47",NA,"7.316",NA,"24.34",NA,NA,NA,NA,NA,"23.78",NA,"8.52","21.5","363","1.042","1.039",NA,"2.85",NA,"0.374","0.485","314.5","0.824","28.33","2.315","121.4","216.1"
"56","B63","50.61","2.447","13.52","12.8",NA,"0.1723","5.483","9.002","2.516","1.032","0.3126","1.833",NA,NA,NA,"0.8",NA,NA,"340.1","1.022",NA,NA,NA,NA,"0.139","61.16",NA,"46.44","69.94","0.471","66.67","6.354","3.137","2.196",NA,"21.99","7.254","2.408","5.498",NA,"1.192",NA,NA,NA,"27.55",NA,"0.3627","3.302",NA,"17.37","33.78","53.48",NA,"14.28",NA,"7.844",NA,"25.98",NA,NA,NA,NA,"0.09367",NA,NA,"9.178","18.99","386.2","1.144",NA,NA,"3.173","0.1679","0.4267","0.6593","357.5","0.5277",NA,"2.497","124.2","183"
"57","B64","50.8","2.42","13.56","13.14",NA,"0.17","5.55","8.98","2.38","1","0.3",NA,NA,"0.52",NA,NA,NA,NA,"360",NA,NA,NA,NA,NA,NA,"57","44","34","88",NA,"57",NA,NA,NA,"355","20","6",NA,"5",NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,"13","49","57",NA,"12",NA,NA,NA,"29",NA,NA,NA,"337",NA,"26",NA,NA,NA,"393",NA,NA,NA,NA,NA,NA,NA,"321",NA,"31",NA,"108","169"
"58","B65",NA,NA,NA,NA,NA,"0.17077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"366",NA,NA,NA,NA,NA,NA,"62.8",NA,"44.37","111",NA,"63.1",NA,NA,NA,"541","23.89",NA,NA,NA,NA,NA,NA,NA,NA,"29.5",NA,NA,"2.95",NA,"17.11",NA,"53.63",NA,"11.86",NA,NA,NA,"26.33",NA,NA,NA,NA,NA,"27.7",NA,NA,NA,"403.2",NA,NA,NA,"3.69",NA,NA,NA,"350.2",NA,"31.36",NA,"118.7","206.9"
"59","B67","51.02","2.47","13.75","13.24",NA,"0.17","5.51","8.78","2.55","1.01","0.3",NA,NA,"0.79",NA,NA,NA,NA,"340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","B68","50.7","2.44","13.8","13.3","7.67","0.171","5.51","9.04","2.46","1","0.3",NA,NA,"0.73",NA,NA,NA,NA,"347",NA,NA,NA,NA,NA,NA,"72",NA,"36","95",NA,"66",NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,"15","35","52",NA,"14",NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,"7","420",NA,NA,NA,"7",NA,NA,NA,"308",NA,"31",NA,"115","197"
"61","B69","50.528","3.234","13.807","12.225",NA,"0.126","5.561","8.547","1.809","0.954","0.263",NA,NA,"1.77",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,"0.081",NA,"208","17","102",NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,"9","0.006",NA,"0.044",NA,NA,"84",NA,"0.108","2",NA,NA,NA,NA,NA,NA,NA,"0.639",NA,"0.045",NA,NA,"188",NA,NA,NA,"78",NA
"62","B70","50.305","2.495","14.067","13.444",NA,"0.172","5.866","9.117","2.65","1.01","0.298",NA,NA,"1.219",NA,NA,NA,NA,"358",NA,NA,NA,NA,NA,NA,NA,NA,"38","105",NA,"34",NA,NA,NA,"867","19",NA,NA,"2",NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"440",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,"112","159"
"63","B71",NA,"2.45","13.66","13.58",NA,"0.17","5.8","9.37","2.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,"380",NA,NA,NA,NA,NA,NA,"62",NA,"46.2","95",NA,NA,"6.1",NA,"2.24",NA,NA,NA,NA,"4.96",NA,NA,NA,NA,NA,"27.7",NA,"0.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.7",NA,"8.7",NA,"370",NA,"1.01",NA,"2.94",NA,NA,NA,"349",NA,NA,"2.63",NA,NA
"64","B71.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.036",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","220"
"65","B72","51","2.35","13.8","12.75",NA,"0.17","5.61","8.97","2.48","1.05","0.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","B74","54.46","2.45","13.99",NA,"12.35","0.17","5.29","8.98","2.47","1","0.29",NA,NA,"1.24",NA,NA,NA,NA,"339",NA,NA,NA,NA,NA,NA,"60.4",NA,NA,"88.8","0.47","64.7","6.78","3.2","2.42",NA,"21.2","7.39",NA,"5.23",NA,"1.27",NA,NA,NA,"27.5",NA,"0.37",NA,NA,"16.9","33.4",NA,NA,"14.5",NA,"7.92",NA,"25.7",NA,NA,NA,NA,NA,"27.8",NA,"9.35",NA,"415","1.12","1.19",NA,"3.13",NA,"0.429","0.635",NA,NA,"31.6","2.47",NA,"200"
"67","B75","50.7","2.44","13.9","13",NA,"0.215","5.75","8.97","2.53","1.01","0.301",NA,NA,"0.82",NA,"1.277",NA,NA,"337.101","1.06",NA,NA,NA,NA,"0.142","59.211",NA,"45.346","97.472","0.461","64.31","6.034","2.998","2.164",NA,"21.832","7.007",NA,"4.902",NA,"1.166",NA,NA,NA,"26.173","13.031","0.353","3.351",NA,"17.931","32.431","51.976",NA,"12.908",NA,"7.832",NA,"25.255",NA,NA,NA,NA,"0.078","25.281",NA,"8.401","20.48","407.229","1.096","1.067",NA,"2.816","0.166","0.416","0.636","313.447","0.397","28.429","2.537","117.431","192.597"
"68","B76","50.06","2.51","13.56","13.82",NA,"0.17","5.4","9.09","2.49","0.97","0.296","0.05",NA,"1.52",NA,"0.992",NA,NA,"328.68","0.929","0.009",NA,NA,NA,"0.141","55.704",NA,"39.91","93.268","0.431","58.732","5.85","2.857","2.065",NA,"19.967","9.09","1.416","6.049",NA,"1.084",NA,NA,NA,"24.828","11.096","0.317","2.958",NA,"18.59","30.834","54.13",NA,"8.525",NA,"7.327",NA,"23.865",NA,"0.01",NA,NA,"0.07","24.687",NA,"8.473","17.245","402.02","1.115","0.998",NA,"2.636","0.153",NA,"0.569","330.691","0.376","27.108","2.264","99.849","179.578"
"69","B77","50.6","2.45","14.41","13.22","7.64","0.171","5.94","8.63","2.38","0.934","0.29",NA,NA,"1.1",NA,NA,NA,NA,"113","0.52","1.3",NA,NA,NA,"0.045","57.24","125","38.55","84.05",NA,"65.69","5.65","3","2.13","515","20.93","6.52",NA,"5.32",NA,"1.26",NA,"0.14",NA,"25.12",NA,"0.41","3.06",NA,"11.81","31.59","50.39",NA,NA,NA,"7.81",NA,"25.35",NA,NA,NA,"633",NA,"26.82",NA,"7.55","17.74","375.6","0.92","1.09","0.25","3.1",NA,"0.47","0.69","325.7","0.4","26.71","2.32",NA,"196.9"
"70","B78","50.5","2.09","15.06","11.9",NA,"0.13","4.06","8.1",NA,"0.964",NA,NA,"5.51",NA,NA,NA,NA,NA,"322",NA,"2.2","0.35",NA,NA,"3","56",NA,NA,"56.4",NA,"24.6",NA,NA,NA,NA,"15.4",NA,NA,NA,NA,NA,NA,NA,NA,"23.8",NA,NA,NA,NA,"15.3","30.1","28.1",NA,"11.5",NA,NA,NA,"21.6",NA,NA,NA,NA,NA,NA,NA,"130","31.6","363",NA,NA,NA,NA,NA,NA,NA,"478",NA,"26.2",NA,"93.5","184"
"71","B80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.5",NA,NA,NA,NA,NA,"5.935","3.29","2.19",NA,NA,"9.455",NA,NA,NA,"1.22",NA,NA,NA,"25.55",NA,"0.39",NA,NA,NA,"29.65",NA,NA,NA,NA,"6.675",NA,NA,NA,NA,NA,NA,NA,"186",NA,"7.795",NA,NA,NA,"1.27",NA,NA,NA,"0.43",NA,NA,NA,"22.25","2.545",NA,NA
"72","B81","51.06","2.458","13.79","13.3",NA,"0.176","5.572","9.069","2.472","0.998","0.304",NA,NA,"0.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","B82","50.94","2.366","13.99","13.29939",NA,"0.1593","5.605","8.975","2.645","0.988","0.309",NA,NA,"0.68",NA,"7",NA,NA,"327",NA,NA,NA,NA,NA,NA,"64","140","44","74","13","58",NA,NA,NA,"723","23",NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,"5",NA,"16","30","53",NA,"5",NA,NA,NA,"29",NA,NA,NA,"766",NA,"21",NA,NA,"16","385",NA,NA,NA,"5",NA,NA,"3","337",NA,"30",NA,"108","192"
"74","B84","50.33","2.39","13.65","13.22",NA,"0.167","5.49","8.9","2.33","1","0.285",NA,NA,NA,NA,NA,NA,NA,"336",NA,NA,NA,NA,NA,NA,"68.6",NA,NA,"110.7",NA,"62.9","6.21","2.69","2.46",NA,NA,"7.78",NA,NA,NA,"1.21",NA,NA,NA,NA,"15.33","0.373","2.89",NA,NA,"37","52.2",NA,"13.7",NA,"8.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.91",NA,"423",NA,"1.13",NA,NA,NA,NA,NA,"345",NA,"29.1","2.593","120.3",NA
"75","B86","50.91","2.41","13.75","13.28",NA,"0.18","5.52","8.95","2.41","1.01","0.3",NA,NA,"0.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,"488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"356"
"76","B87","51.263","2.441","13.781","13.258",NA,"0.172","5.662","9.032","2.454","0.999","0.297",NA,NA,"0.64",NA,NA,NA,NA,"168",NA,NA,NA,NA,NA,NA,NA,NA,"53","110",NA,"65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,"53",NA,"18",NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"402",NA,NA,NA,"3",NA,NA,NA,"304",NA,"26",NA,"127","169"
"77","B88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","B89","51.07","2.47","13.87","13.12",NA,"0.176","5.6","9.01","2.45","1","0.306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","B90","51.04","2.44","13.77","13.34",NA,"0.17","5.63","8.96","2.5","1.01","0.308",NA,NA,"0.69",NA,NA,NA,NA,"351","1.2",NA,NA,NA,"600","0.12","62.8",NA,"46","109","0.5","66","6.4","3.3","2.2",NA,"23","7.4","2","5",NA,"1.1",NA,"0.1",NA,"28.3","13.8","0.4","4",NA,"19","34.4","53",NA,"14",NA,"7.8",NA,"26.1",NA,NA,NA,"641",NA,"28.5",NA,"8.6","19.5","424","1.18","1",NA,"3.09","0.15","0.4","0.65","362","0.4","31","2.6","116","201"
"80","B91","50.894","2.391","13.855","12.406",NA,"0.16","5.26","10.376","2.419","1.077","0.394",NA,NA,"0.43","0.19","2.68","0.05",NA,"564.17","1.56","0.008",NA,NA,NA,"0.23","99.13",NA,"77.77","144.21",NA,"116.14","9.75","5.31","3.84",NA,"40.29","11.96","5.3","4.41",NA,"2.01",NA,NA,"0.01","45.16","21","0.62","5.44",NA,"32.83","53.02","94.74",NA,"25.71","0.06","13.17","0.04","43.23",NA,NA,"0.00052",NA,"0.12","47.99","0.27","13.73","15.46","702.39","3.61","1.97",NA,"5.24","0.28","0.7","1.08","609.93","0.78","50.21","3.97","202.94","324.89"
"81","B93","49.6","2.37","13.65","13.29",NA,NA,"5.39","8.49","2.52","1.04","0.32",NA,NA,NA,NA,NA,NA,NA,"341",NA,"0.023",NA,NA,NA,NA,"59.7",NA,"30","78","0.462","63.6","5.74","2.89","2.21",NA,"19.5","7.02",NA,"5.13",NA,"0.958",NA,NA,NA,"26.5","13","0.363","3.04",NA,"16.9","33.2","55.5",NA,"13",NA,"7.82",NA,"25.2",NA,NA,NA,NA,NA,"25.2",NA,"8.52",NA,"400","1.12","1.04",NA,"3.08","0.162","0.41","0.646","275",NA,"28.3","2.42","102","188"
"82","B94","50.85","2.442","13.77","13.23",NA,"0.177","5.58","9.017","2.37","0.943","0.293",NA,NA,"1.05",NA,NA,NA,NA,"332",NA,NA,NA,NA,NA,NA,"55.7",NA,"41.3","94.3",NA,"64",NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,"22.9",NA,NA,NA,NA,"19","30.7","52.8",NA,"12",NA,NA,NA,"26.5",NA,NA,NA,NA,NA,"30.3",NA,"8.4","18.9","394",NA,NA,NA,NA,NA,NA,NA,"334",NA,"35",NA,"121","199"
"83","B95","50.57","2.43","13.67","13.25","7.9","0.17","5.55","8.97","2.5","0.99","0.31","1.23",NA,"0.78",NA,"1",NA,"7","306","1.03",NA,NA,"206","1551","0.13","56","140","43.5","95.4","0.43","51","5.74","2.82","2.1","570","23","6.29","1.63","4.81","0.0033","1.11",NA,"0.07",NA,"24.3",NA,"0.34","2.96",NA,"14.9","30.3","48.7",NA,"13.7",NA,"7.11",NA,"25.2",NA,NA,NA,"611","0.07","29.45","0.15","8.31","23.1","395","1.14","0.967",NA,"2.76",NA,"0.371","0.59","333",NA,"28.6","2.35","126","189"
"84","B96","51.8","2.4","14.1","12.9",NA,"0.17","5.61","8.76","2.17","0.95",NA,NA,NA,"0.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","200"
"85","B97","50.2051","2.2373","16.2833","12.6453",NA,"0.1675","5.3752","8.6162","2.7605","1.0249","0.4192",NA,NA,"1.028823",NA,NA,NA,NA,"460",NA,NA,NA,NA,NA,NA,NA,"172.1",NA,NA,NA,"107.1",NA,NA,NA,NA,"12.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1390",NA,NA,NA,NA,NA,"383",NA,NA,NA,NA,NA,NA,NA,"478",NA,NA,NA,"74","186"
"86","B98","51.132","2.4495","13.902","13.2833","8.083","0.1756","5.5647","9.0151","2.508","0.9964","0.2988","1.757",NA,"0.533","0.0469",NA,NA,NA,"360.17","0.976",NA,NA,NA,"459","0.12","60.21","131","45.07","95.2","0.459","64.9","6.1693","3.191","2.2611","723","21.729","7.2713",NA,"5.22",NA,"1.1852",NA,"0.0885",NA,"27.588","12.6","0.3685","3.47",NA,"17.424","34.175","53.28",NA,"13.61",NA,"7.927",NA,"26.58",NA,NA,NA,"500","0.079","27.6",NA,"8.902","19.85","412.9","1.132","1.0668",NA,"3.206","0.1621","0.4154","0.668","343.4","0.449","31.068","2.5545","117.2","202.2"
"87","B99","52.69","2.37","13.53","12.63","8.04","0.168","5.25","8.35","1.91","1.23","0.289",NA,NA,"1.23",NA,NA,NA,NA,"345","1.12",NA,NA,NA,"378","0.164","60.12",NA,"42.42","116","0.468","88","6.51","3.79","3.25",NA,"22.83","8.06",NA,NA,NA,"1.25",NA,"0.096",NA,"27.29","14.02","0.414","4",NA,"15.6","33.79","59.27",NA,"14.31",NA,"8.06",NA,"22.7",NA,NA,NA,"531",NA,"25.86",NA,"9.09",NA,"426",NA,"1.53",NA,"3.25","0.186","0.438","0.675","335",NA,"27.99","2.82","110","186"
"88","B100","51.02","2.43","13.73","13.29",NA,"0.173","5.52","9.03","2.45","0.99","0.296",NA,NA,"0.77",NA,NA,NA,NA,"359",NA,NA,NA,NA,"591",NA,"40",NA,"52","118",NA,"83",NA,NA,NA,NA,"22",NA,NA,"4.5",NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,"15","29","54",NA,NA,NA,"8",NA,"22",NA,NA,NA,NA,NA,"28",NA,NA,NA,"409",NA,NA,NA,NA,NA,NA,NA,"327",NA,"30",NA,"135","210"
"89","B102","51.30195","2.398272","13.78142","13.20691",NA,"0.170289","5.657399","9.015976","2.467188","0.995169","0.300289",NA,NA,"0.622478","0.08",NA,NA,NA,"349.44","1.24","0.02",NA,NA,NA,"0.1","57.26",NA,"45.68","90.55","0.46","66.87","6.19","3.07","2.29",NA,"22.05","7.16",NA,"5.03",NA,"1.18",NA,NA,NA,"26.27","11.59","0.37","3.28",NA,"17.69","32.01","47.56",NA,"14.2",NA,"7.53",NA,"25.13",NA,NA,NA,"501","0.09","26.97",NA,"8.86","16.97","403.06","1.26","1.12",NA,"3.17","0.15","0.42","0.63","321.27","0.25","30.75","2.53","107.99","201.38"
"90","B103","51.17","2.453","13.76","13.2",NA,"0.168","5.61","8.9","2.438","1.004","0.294",NA,NA,NA,NA,NA,NA,NA,"296",NA,NA,NA,NA,NA,NA,NA,NA,NA,"76",NA,"64",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,"52",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"405",NA,NA,NA,NA,NA,NA,NA,"333",NA,"29",NA,"115","197"
"91","B104","51.49","2.45","13.8","13.24",NA,"0.177","5.49","8.91","2.45","0.98","0.294",NA,NA,"0.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","B107","51.16","2.45","13.72","13.2",NA,"0.17","5.34","9.09","2.25","1","0.297",NA,NA,"0.83",NA,NA,NA,NA,"322","1.01",NA,NA,NA,NA,NA,"60.4",NA,"44","104","0.45","66","6.26","3.11","2.27",NA,"23.7","7.61",NA,"5.22",NA,"1.25",NA,NA,NA,"26.86","11.88","0.39",NA,NA,"17.8","33.77","48",NA,"13.5",NA,"8.01",NA,"31.6",NA,NA,NA,NA,NA,"29.7",NA,"8.69",NA,"397","1.16","1.03",NA,"3.04",NA,"0.38","0.59","343",NA,"31.3","2.67","115","202"
"93","B107.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.17",NA,NA,NA,NA,NA,NA,NA,NA
"94","B108","51.24","2.433","13.68","13.21","8.23","0.173","5.59","8.92","2.48","0.99","0.297",NA,NA,"0.78",NA,"1.046",NA,NA,"315.1","1.009",NA,NA,NA,NA,NA,"55.4",NA,"42.41","86.35","0.491","61.32","5.619","2.866","2.06",NA,"21.7","6.541",NA,"4.872",NA,"1.136",NA,NA,NA,"24.72","11.77","0.362","3.408",NA,"16.96","31.16","48.82",NA,"15.14",NA,"7.142",NA,"24.36",NA,NA,NA,NA,NA,"21.31",NA,"8.104","22.94","375.8","1.24","1.049",NA,"2.508","0.192","0.413","0.613","306.7","0.764","26.61","2.396","109.9","188.7"
"95","B109",NA,NA,"13.38","13.98",NA,"0.167","5.4","8.92",NA,NA,NA,NA,NA,NA,NA,"2.9",NA,NA,"343.1",NA,NA,NA,NA,NA,NA,"59.19",NA,"43.11","95.42","0.435","64.39","6.05","2.99","2.21",NA,"21.84","7.46",NA,"5.3",NA,"1.18",NA,NA,NA,"26.58",NA,"0.364",NA,NA,"18.25","33.39","55.15",NA,"13.09",NA,"8",NA,"25.8",NA,NA,NA,NA,NA,"28.26",NA,"8.62",NA,"403.5","1.1","1.14",NA,"3.05",NA,"0.428","0.626","334.5",NA,"31.69","2.52","112.07","250.2"
