"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","Ag","As","Au","B","Ba","Be","Bi","Br","C(org)","C(tot)","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"62","Y76","60.59","0.85","17.48","6.12","•","0.1","3.12","6.03","4.24","1.23","0.177","•","•","-0.11","0.07","0.6","•","•","324","1.24","0.02","•","•","200","0.05","33.4","•","18.7","39","0.25","26","2.7","1.5","1.2","•","20.41","3.4","1","3.7","•","0.6","•","0.04","•","15.7","12","0.2","1","•","8","17","32","•","8.2","•","4.1","•","17.83","•","•","•","•","0.68","13.3","•","3.6","1.6","592","0.5","0.5","•","2.6","0.08","0.2","0.9","114","0.2","15.2","1.37","66","149"
"63","Y77","•","•","•","•","•","•","•","•","•","•","•","•","0.09","•","•","•","•","•","•","•","•","•","•","250","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","0.004","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•"
"64","Y78","61.46","0.631","16.59","5.73","4.313","0.0684","1.2","5.73","4.08","1.31","0.181","•","•","0.134","729","•","•","•","338","•","•","•","•","•","115","68","139","•","29","•","39","•","•","•","•","27","•","9.8","•","•","•","•","•","•","•","•","•","338","•","•","29","28","•","•","•","•","•","21","•","•","•","•","•","•","•","•","•","549","•","•","•","•","•","•","•","150","116","9.2","28","93","62"
"65","Y79","60.01","0.85","17.69","6.07","•","0.09","3.23","5.74","4.33","1.21","0.16","•","•","-0.11","•","3.8","•","•","330","•","•","•","•","•","•","34","•","17","33","2","31","•","•","•","•","19","•","•","•","•","•","•","•","•","42","•","•","•","•","7","19","26","•","26","•","•","•","20","•","•","•","•","•","15","•","5","•","533","•","•","•","4","•","•","3.7","102","14","15","•","60","146"
"66","Y80","60.52","0.833","17.65","6.14","•","0.08","3.33","6.12","4.27","1.24","0.18","•","•","0.02","•","•","•","•","332","•","•","•","•","•","•","36.1","•","17.9","29.2","•","31.3","•","•","•","•","20.5","•","•","•","•","•","•","•","•","15.9","•","•","•","•","8.2","12.5","30.9","•","9","•","•","•","18.3","•","•","•","•","•","15","•","•","•","554","•","•","•","2.6","•","•","•","105","1.5","15.5","•","64.7","151"
"67","Y84","60.72","0.842","17.49","6.14","3.61","0.097","3.23","6.03","4.23","1.22","0.175","•","•","•","•","•","•","•","338","•","•","•","•","•","•","33.2","•","17","40","0.27","30","2.67","1.45","1.08","321","21","3.25","•","3.46","•","0.53","•","•","•","16.5","•","0.19","•","•","•","16.5","28","•","9.1","•","4.83","•","20","•","•","•","•","•","•","•","3.43","•","538","•","0.48","•","2.9","•","0.2","0.89","105","•","16.6","1.27","66","147"
"68","Y84.1","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","9","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•"
"69","Y85","60.34","0.82","17.51","6.27","•","0.1","3.26","5.9","4.2","1.25","0.17","•","•","-0.02","•","•","•","•","321","1.22","•","•","•","•","•","35","•","19.4","41.8","0.241","30.4","2.93","1.55","1.17","•","20.2","3.48","1.15","3.6","•","0.558","•","•","•","16.2","13","0.209","•","•","8.05","17.4","35.2","•","9.04","•","4.25","•","20.7","•","•","•","•","•","14","•","3.73","•","565","0.561","0.511","•","2.54","•","0.221","0.879","109","•","16.1","1.41","68.7","140"
"70","Y86","60.76","0.864","18.3","6.4","•","0.1","3.318","6.09","4.49","1.28","0.177","0.22","•","•","0.082","0.48","•","•","308","•","•","•","130","130","0.264","38.8","•","18.8","68","•","29.2","2.56","1.46","1.15","•","18.75","3.21","•","4.67","•","0.468","•","0.07","•","18.3","1.09","0.18","0.49","•","•","15.5","28.3","•","•","•","4.01","•","19.51","•","0.04","•","•","0.78","•","•","3.21","1.31","590","0.506","2.35","0.055","3.89","0.079","0.186","0.517","168","•","14.06","1.3","50.8","•"
"71","Y86.1","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","6.29","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","0.56","•","•","•","•"
"72","Y87","62.1","0.85","17.9","6.18","•","0.097","3.17","5.99","4.02","1.24","0.16","•","•","•","•","•","•","•","330","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","550","•","•","•","•","•","•","•","•","•","•","•","•","140"
"73","Y90","61.4","0.85","17.7","6.14","3.24","0.1","3.25","6.11","4.25","1.25","0.19","•","•","•","0.29","1.5","•","•","327","1.15","0.04","•","•","•","0.07","33.5","35","18.7","44.3","0.22","27.4","2.92","1.61","1.14","345","20.8","3.47","1.31","3.97","•","0.55","•","•","•","10","•","0.2","1.31","•","7.79","17.4","42.4","•","8.93","•","4.32","•","17.8","•","•","•","40","0.79","13.9","1","4.08","1.49","560","0.51","0.51","•","2.51","•","•","0.91","111","0.38","14.5","1.38","64.4","146"
"74","Y91","60.24","0.84","17.78","6.05","•","•","3.24","6","4.35","1.28","0.165","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•"
"75","Y92","•","0.794","•","5.64","•","0.073","•","•","•","•","•","•","•","•","•","2.1","•","•","305","•","0.0126","•","•","•","0","31","•","9.4","33","0.196","29.6","2.54","1.46","1.09","•","19.4","3.12","•","3.54","•","0.472","•","•","•","13.7","11.6","0.177","6.2","•","13","16.6","32.8","•","8.85","•","4.1","•","17.9","•","•","•","•","2.5","12.3","•","3.41","1.7","527","0.494","0.491","•","2.51","0.0459","0.208","0.771","84","•","13.9","0.936","57.8","136"
"76","Y93","61.73","0.81","17.6","5.55","•","0.082","2.03","6.05","4.53","1.25","0.197","•","•","•","•","0.894","•","•","303","1.16","•","•","•","•","•","34.3","106","18.9","31.2","•","30.7","2.92","1.66","1.18","272","•","3.57","•","5.57","•","0.563","•","•","•","16.3","13.97","0.222","•","•","8.34","17.4","37.1","•","8.55","•","4.31","•","18","•","•","•","•","0.816","12.6","•","3.81","•","538","0.453","0.531","•","2.66","•","0.229","0.893","107","•","15.3","1.45","71.6","173"
"77","Y95","62.5","0.8295","17.863","6.015","•","0.0864","3.085","5.861","4.134","1.214","0.1752","•","•","•","•","•","•","•","311.545","•","•","•","•","•","•","35.211","•","18.699","44.877","•","29.918","3.201","1.601","1.067","•","22.925","3.735","•","4.268","•","0.534","•","•","•","17.072","•","•","1.309","•","9.603","18.139","37.397","•","9.723","•","4.268","•","19.74","•","•","•","•","0.935","18.139","•","3.735","•","521.69","•","0.534","•","2.134","•","•","9.603","114.06","•","17.072","1.601","67.32","•"
"78","Y96","60.98","0.85","17.51","6.13","4.1","0.09","3.18","6.09","4.17","1.24","0.18","0.3","•","0.36","0.34","1.2","•","•","326","•","•","•","•","270","•","34.6","155","19.5","40","0.2","30.11","3.09","1.63","0.94","368","21.15","3.84","•","4.04","•","0.64","•","•","•","16.2","12","0.21","1.28","•","7.79","17.2","34","•","11.61","•","4.29","•","19.5","•","•","•","15.4","0.8","12","•","3.86","•","554","•","0.55","•","2.7","•","0.22","0.9","114","•","14.8","1.52","65","142"
"79","Y97","59.8","•","18.3","5.9","•","•","3.1","5.7","4.4","1.3","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•"
"80","Y97.1","•","•","•","•","•","•","•","•","•","•","•","•","•","0.12","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•"
"81","Y98","61.116","0.895","17.87","6.269","•","0.101","3.239","6.731","4.276","1.264","0.18","•","•","•","•","•","•","•","320","1.1","•","•","•","•","•","33.39","•","19.55","41.7","•","31.1","2.93","1.54","1.16","•","20.52","3.19","•","3.58","•","0.58","•","•","•","17.93","•","0.21","•","•","7.1","17.64","36.8","•","8.66","•","4.3","•","18.12","•","•","•","•","•","13.3","•","3.77","1.35","537.73","0.51","0.46","•","2.63","•","0.22","0.89","121.8","•","14.5","1.39","74","127.92"
"82","Y99","60.5","0.83","17.3","6.41","•","•","3.19","5.37","3.9","1.15","0.15","•","•","-0.07","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","36","•","•","•","•","23","•","•","•","•","•","•","•","•","•","•","•","3","•","9","•","24","•","•","•","•","•","19","•","•","•","•","•","•","•","•","•","543","•","•","•","•","•","•","•","•","•","10","•","64","169"
"83","Y101","60.65","0.85","17.58","6.16","•","0.1","3.19","6.13","3.97","1.23","0.17","•","•","0.31","•","•","•","•","301","•","•","•","•","•","•","•","•","17","34","•","31","•","•","•","•","16","•","•","5","•","•","•","•","•","•","•","•","•","•","9","•","30","•","•","•","•","•","19","•","•","•","•","•","13","•","•","•","561","•","•","•","•","•","•","•","103","•","•","•","58","149"
"84","Y101.1","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","15","•","•","•"
"85","Y102","60.77","0.74","17.43","6.3","3.39","0.1","4.13","6.14","4.1","1.2","0.17","0.21","0.18","•","•","•","•","•","328","•","•","•","•","•","•","26","•","10","39","4","33","•","•","•","•","21","•","•","5","•","•","•","•","•","12","•","•","6","•","8","16","29","•","10","•","•","•","20","•","•","•","•","•","14","•","•","31","539","0","•","•","1","•","•","1","106","12","16","•","50","148"
"86","Y102.1","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","131","•","•","•","•","•","•","•","146","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","0","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•"
"87","Y103","60.22","0.855","17.43","6.123","•","0.096","3.17","5.966","4.144","1.233","0.176","•","•","-0.02","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•"
"88","Y103.1","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","339.4","•","•","•","•","•","•","34.94","•","19.2","38.51","•","33.3","2.868","1.525","1.095","•","22.03","3.314","•","3.97","•","0.525","•","•","•","16.36","20.46","0.194","•","•","9.581","17.9","29.3","•","10.1","•","4.258","•","21.33","•","•","•","•","•","15.51","•","3.616","•","545.2","0.6","0.475","•","2.71","•","0.212","0.9","101","•","14.94","1.388","61.8","152.4"
"89","Y104","60.02","0.85","17.33","6.01","•","0.09","3.16","6.05","3.73","1.25","0.17","•","•","-0.5","•","•","•","•","•","•","•","•","•","•","•","36","•","•","•","•","27","•","•","•","•","•","•","•","•","•","•","•","•","•","16","•","•","•","•","9","•","33","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","542","•","•","•","•","•","•","•","94","•","15","•","65","154"
"90","Y104.1","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","343","•","•","•","•","•","•","•","•","16","42","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•"
"91","Y105","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","317","1.14","•","•","•","•","•","34.2","•","19","39.7","0.23","29.8","2.97","1.52","1.14","•","20.3","3.45","•","3.77","•","0.57","•","•","•","16.5","11.3","0.21","•","•","8.39","17","35.1","•","8.77","•","4.24","•","18.6","•","•","•","•","•","13.8","•","3.62","1.55","552","0.54","0.51","•","2.52","0.092","0.22","0.87","109","•","16.1","1.4","67.2","145"
"92","Y107","59.7","•","17.44","6.2","•","•","3.1","6.05","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•"
"93","Y108","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","33.1","•","•","•","•","•","2.68","1.45","1.08","•","•","3.3","•","•","•","0.52","•","•","•","15.4","•","0.2","•","•","•","15.6","•","•","•","•","4.1","•","•","•","•","•","•","•","•","•","3.49","•","•","•","0.48","•","•","•","0.2","•","•","•","•","1.3","•","•"
"94","Y108.1","60.58","0.84","17.7","6","•","0.099","3.2","5.9","4.4","0.84","0.173","•","•","•","•","27","•","•","320","1.2","•","•","•","•","•","•","•","18.6","51","0.25","29","•","•","•","•","21","•","•","3.7","•","•","•","•","•","•","12.4","•","1.1","•","8.9","•","34","•","8.7","•","•","•","18.4","•","•","•","•","0.66","13.1","•","•","1.54","536","0.62","•","•","2.61","0.081","•","0.87","107","0.31","15","•","65","151"
"95","Y109","59.93","0.82","17.34","6.16","•","0.096","3.08","6.01","4.18","1.24","0.168","•","•","0.024","•","•","•","•","325.7","1.26","•","•","•","•","•","33.86","•","19.23","41.72","0.24","23.39","2.86","1.5","1.16","•","31.49","3.32","•","3.28","•","0.55","•","•","•","16.02","12.38","0.2","1.45","•","8.19","17.46","35.1","•","5.05","•","4.28","•","18.1","•","•","•","•","•","13.1","•","3.6","•","542","0.24","0.5","•","2.75","•","•","0.84","111.8","•","16.48","1.36","56.6","131.9"
"96","Y111","60.43","0.856","17.55","6.13","•","0.098","3.23","6.066","4.06","1.189","0.17","•","•","0.02","•","•","•","•","302","•","•","•","•","•","•","33.2","•","17.5","38.3","1.8","38.8","•","•","•","•","20.5","•","•","•","•","•","•","•","•","14.1","•","•","•","•","6.8","18.3","33.5","•","9","•","•","•","22.3","•","•","•","•","0.6","•","•","3.4","1.4","532","•","•","•","•","•","•","•","111","•","16.8","•","67.5","145.8"
"97","Y112","60.3","0.82","17.33","6.381","3.3","0.096","3.16","6.4","4.21","1.27","0.162","0.29","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","500","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","512","•","•","•","•","•","•","•","•","•","•","•","•","•"
"98","Y112.1","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","322","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•"
"99","Y113","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","323","•","•","•","•","•","•","34.88","•","•","•","0.28","•","2.88","1.59","1.19","•","21.5","3.82","•","3.68","•","0.559","•","•","•","16.56","•","0.21","•","•","8.12","17.94","•","•","•","•","4.41","•","18.76","•","•","•","•","•","11","•","3.75","2.16","562.7","0.603","0.57","•","2.55","•","0.275","0.886","•","1.36","15.2","1.39","•","143.4"
"100","Y114","60.36","0.84","17.46","6.12","3.78","0.094","3.2","6.02","4.2","1.22","0.17","0.16","•","0.65","0.069","0.74","•","•","330","•","•","•","•","•","•","43.1","•","19.2","41.4","0.63","33.5","3.17","1.54","1.19","•","20.8","3.8","•","3.79","•","0.58","•","•","•","22.2","7.96","0.21","•","•","8.92","21.4","37.6","•","10.8","•","5.42","•","69.4","•","•","•","•","0.9","14.1","•","4.31","•","550","0.7","0.58","•","3.23","•","0.23","0.78","108","•","17.7","1.46","68.9","147"
"101","Y115","•","•","•","•","•","0.0914","•","•","•","•","•","•","•","•","•","•","•","•","330.7","•","•","•","•","•","•","36.2","•","17.6","37","•","29.3","•","•","•","•","20","•","•","•","•","•","•","•","•","16.2","•","•","•","•","7.41","•","29.53","•","8.19","•","•","•","18.72","•","•","•","•","•","12.9","•","•","•","537.45","•","•","•","2.08","•","•","•","96.35","•","15.68","•","62.25","152.05"
"102","Y116","60.6","0.83","17.4","6.1","•","0.09","3.22","5.82","4.17","1.28","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•"
"103","Y117","60.76","0.8544","17.72","6.28","•","0.0928","3.267","6.003","4.161","1.136","0.1748","0.2592","•","•","•","•","•","•","313.4","•","•","•","•","•","•","•","•","17.71","32.47","•","26.62","•","•","•","•","•","•","•","•","•","•","•","•","•","15.43","•","•","•","•","•","18.33","35.06","•","•","•","•","•","•","•","•","•","•","•","12.09","•","•","•","550.2","•","•","•","•","•","•","•","105.7","•","15.78","•","72.93","170.5"
"104","Y119","59.48","0.93","17.1","6.45","•","0.103","3.36","6.2","4.55","1.39","0.17","•","•","•","•","•","•","•","344","•","•","•","•","172","•","31.3","•","•","•","•","26.4","•","•","•","•","20.9","•","•","•","•","•","•","•","•","25.4","•","•","•","•","7.1","17.8","27.7","•","9.35","•","•","•","19.6","•","•","•","•","•","•","•","9","•","514.4","•","•","•","•","•","•","•","118","•","14.6","3.9","57.9","143.5"
"105","Y121","60.3","0.85","17.5","6.05","•","0.09","3.21","5.9","4.16","1.21","0.16","•","•","•","•","•","•","•","313","•","•","•","•","•","•","34","•","19.3","43","0.2","32","2.89","1.6","1.21","•","19.9","3.75","1","4.1","•","0.59","•","•","•","17","•","0.23","•","•","8","17.2","38","•","10","•","4.72","•","19","•","•","•","•","•","13","•","3.6","1.5","520","•","0.61","•","2.41","•","0.27","0.92","115","•","15.6","1.47","67","152"
"106","Y122","63.59","0.79","16.79","5.43","•","0.056","1.67","5.61","4.37","1.26","0.164","•","•","0.16","•","•","•","•","297","•","•","•","•","•","•","•","•","18.39","51.2","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","•","12.29","•","•","•","•","•","51.63","•","•","•","•","•","15.58","•","•","•","•","•","•","•","•","•","574.5","•","•","•","•","•","•","•","•","•","•","•","64.78","74.27"
"107","Y124","59.939","0.871","17.021","6.146","•","0.087","3.018","5.943","4.043","1.263","0.171","•","•","•","•","•","•","•","361","•","•","•","•","•","•","33","•","22","36","•","44","3","•","•","334","24","•","•","•","•","•","•","•","•","17","13","•","•","•","3","19","34","•","32","•","•","•","•","•","•","•","•","•","•","•","•","•","520","•","•","•","•","•","•","•","108","•","14","•","63","127"
