"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","NA","Ag","As","Au","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"11","W11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"972.3",NA,NA,NA,NA,"105.6",NA,NA,NA,NA,NA,"4.843","1.872","2.737",NA,NA,"7.181",NA,"4.79",NA,"0.795",NA,NA,NA,"56.57",NA,"0.188",NA,NA,"69.64","48.24",NA,NA,NA,NA,"12.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.27",NA,NA,"2.877","0.947",NA,"7.088",NA,"0.233",NA,NA,NA,"18.709","1.336",NA,"262.8"
"12","W12","51.4176","2.03","14.1522","10.059907","4.8","0.13","6.24","5.4","4.47","3.95","0.78",NA,NA,"0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","W13","51.86","2.07","14.56","9.88",NA,"0.13","6.51","5.59","4.3","4.07","0.76",NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53",NA,NA,NA,NA,NA,NA,NA,"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,"930",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,"311"
"14","W14","52.11","1.98","14.42","9.75","5.99","0.129","6.09","5.86","4.38","3.85","0.761","0.9","0.18","0.31",NA,NA,"0.41",NA,NA,NA,"4.2","0.06",NA,NA,NA,NA,"41",NA,NA,"33",NA,NA,NA,"720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,"5.5",NA,"49.6",NA,"154",NA,"7.5",NA,NA,NA,"58.6",NA,NA,NA,NA,"0.13",NA,NA,NA,NA,"891",NA,NA,NA,"8",NA,NA,NA,"109",NA,"27.5",NA,"118","300"
"15","W15","53.67","1.16","17.8","4.72",NA,"0.059","8.67","3.54","6.51","2.92","0.653",NA,NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","W16","51.1542087974557","2.21607972217933","14.0970164824411","9.81639390729684",NA,"0.130275868597055","5.63729438743776","5.34922846908133","4.0616125","4.0616125","0.786336423916874",NA,NA,"0.09",NA,NA,NA,NA,NA,"666.626192408615",NA,NA,NA,NA,NA,"322",NA,"201.343685033963",NA,NA,NA,NA,NA,NA,"23.4088352056829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.624823692328",NA,"164.75763531775",NA,NA,NA,NA,NA,"67.9818044207363",NA,NA,NA,"248.241188941983",NA,NA,NA,NA,NA,"909.758938740469",NA,NA,NA,NA,NA,NA,NA,"153.484503537618",NA,"19.9208197418198",NA,"124.891494410987","314.718230398861"
"17","W17","52.17","2.048","14.43","9.767",NA,"0.124","6.276","5.479","4.543","3.96","0.856",NA,NA,"0.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.76","1.95","2.71","657",NA,"7.22",NA,NA,NA,"0.8",NA,NA,NA,NA,"9.97","0.2",NA,NA,NA,"47.3",NA,NA,NA,NA,"11.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.06",NA,NA,NA,"0.92",NA,NA,NA,"0.25",NA,NA,NA,NA,"1.32",NA,NA
"18","W17.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25",NA,NA,"909","2.5","1.6",NA,NA,"122",NA,"50","255",NA,"35",NA,NA,NA,NA,"23",NA,NA,"8",NA,NA,NA,NA,NA,"63.5",NA,NA,"5",NA,"52",NA,"188",NA,"5.7",NA,NA,NA,"67",NA,NA,NA,NA,NA,"17",NA,NA,NA,"948","5",NA,NA,"13",NA,NA,"5.4","107",NA,"22",NA,"109","304"
"19","W18","51.853","2.116","14.39","9.79",NA,"0.131","6.157","5.438","4.432","4.01","0.832",NA,NA,"0.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","W19","51.26","2.15","14.49","10.03",NA,"0.134","6.41","5.55","4.46","4.06","0.837",NA,NA,"0.22",NA,NA,NA,NA,NA,"780",NA,NA,NA,NA,"100","270","42","241",NA,"24",NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,"58",NA,NA,"13",NA,"54","49","171",NA,"17",NA,"12",NA,"63",NA,NA,NA,NA,"1.2","6",NA,"7",NA,"970",NA,NA,NA,"5",NA,NA,"0.7","108",NA,"20",NA,"117","307"
"21","W20","51.763","2.096","14.466","9.784","5.86","0.129","6.281","5.384","4.43","4.041","0.822",NA,NA,"0.25",NA,NA,NA,NA,NA,"787.3",NA,NA,NA,NA,"104.35",NA,"34.45","211.89","1.143","33.62","4.833","1.888","2.627",NA,"23.44","7.479",NA,"6.094",NA,"0.791",NA,NA,NA,"56.583",NA,"0.183",NA,NA,"57.095","48.202","160.92",NA,"7.884",NA,"12.539",NA,"64.721",NA,NA,NA,NA,NA,"10.419",NA,"8.982",NA,"892.5","3.22","1.019",NA,"7",NA,"0.231","1.544","103.92",NA,"22.618","1.323","108.2","267.51"
"22","W21","51.973","2.117","14.609","9.867","6.22","0.118","6.271","5.441","4.37","4.037","0.841",NA,NA,"0.16",NA,NA,NA,NA,NA,"754","3.6",NA,NA,NA,"126.9",NA,"36","253","1.68","30","5.38","2.34","2.93",NA,NA,"8.33",NA,"5.5",NA,"0.98",NA,NA,NA,"66.45","15.61","0.22","4.9",NA,"54","53.6","152",NA,"7.5",NA,"13.9",NA,"61",NA,NA,NA,NA,"0.36","11.51",NA,"7.86","2.48","953","2.87","1.19",NA,"5",NA,"0.295","1.9","70",NA,"25","1.74","119","263"
"23","W22","51.69","2.034","14.65","9.8",NA,"0.131","6.3","5.5","4.39","3.99","0.869",NA,NA,"0.19",NA,NA,NA,NA,NA,"712.6",NA,NA,NA,NA,"105.08",NA,"34.7","228.9",NA,"34.6","4.68","1.88","2.66",NA,"20.2","7.14",NA,NA,NA,"0.81",NA,NA,NA,"56.9",NA,"0.18",NA,NA,"45.5","46.2","165.7",NA,"7.9",NA,"11.89",NA,"66.6",NA,NA,NA,NA,NA,NA,NA,"8.73",NA,"919.3",NA,"0.95",NA,"5.6",NA,"0.23",NA,"109.4",NA,"21","1.34","118.1","291.1"
"24","W23","52.134","2.174","14.475","9.928","6.739","0.126","6.384","5.298","4.53","3.939","0.796",NA,NA,"0.844",NA,NA,"9.42",NA,NA,"771.9","4.2",NA,NA,NA,"100","254","40","224","2.34","33.4","4.62","1.64","2.29",NA,"21","5.52","1.31","6.93",NA,"0.72",NA,NA,NA,"57",NA,"0.23","3.73",NA,"56.6","47","198",NA,"9",NA,"11.9",NA,"60",NA,NA,NA,"286","0.25","10",NA,"9.36","2.78","901","1.9","0.82",NA,"7.81","0.11","0.22","1.64","97.2","1.12","20","1.37","120","282.2"
"25","W24","51.44","1.8","14.4","9.6",NA,"0.125","6.67","5.52","4.63","4.25","1",NA,NA,"0.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.07",NA,NA,"28.2","203",NA,"27.2",NA,NA,NA,NA,NA,NA,NA,NA,"0.0024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"117",NA
"26","W25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"773","2.75","0.027",NA,NA,"106",NA,"38.9","204","1.16","29.9","4.71","2.06","2.75",NA,"24.4","7.85","0.63","6.38",NA,"0.73",NA,"0.058",NA,"57.3","12.1","0.18","4.97",NA,"54.5","44.4","168",NA,"6.35",NA,"12.1",NA,"66.4",NA,NA,NA,NA,NA,"15.8",NA,"8.65",NA,"1014","3.16","1.03",NA,"6.81","0.088","0.23","1.65","118","1.51","21.1","1.35","129","291"
"27","W26","52.16","2.155","14.3693813538906","9.895",NA,"0.13","6.53","5.525","4.315","4.08","0.8865",NA,NA,"0.265",NA,"0.35",NA,NA,NA,"800.5","2.2","0.04",NA,"0.2","108.775",NA,"38.75","173.5","1.22","29","4.355","1.865","2.75",NA,"23.25","6.89","1.1","6.85",NA,"0.765",NA,"0.07",NA,"58.575","10.6","0.181","5.25",NA,"56.555","46.185","170.5",NA,"14",NA,"12.5575",NA,"70.425",NA,NA,NA,"314","0.29","9",NA,"8.475","3.15","1001","3.22","0.923",NA,"6.82","0.145","0.23","1.685","97","1.2","20.51","1.255","110","318"
"28","W27","51.46","2.18","14.92","4.44","5.72","0.136","6.09","5.38","4.32","4.05","0.789",NA,NA,NA,NA,NA,"10",NA,NA,"764","3.2",NA,NA,NA,"94",NA,"44","227",NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","10",NA,NA,NA,"42",NA,"156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","4.9",NA,NA,NA,"883",NA,NA,NA,NA,NA,NA,NA,"100",NA,"19",NA,"111",NA
"29","W28","51.55","2.149","14.56","10.02",NA,NA,"6.784","5.456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102.3",NA,NA,NA,NA,NA,"4.3","1.77","2.4",NA,NA,NA,NA,NA,NA,"0.75",NA,NA,NA,"50.9","10",NA,NA,NA,NA,NA,NA,NA,NA,"10.22",NA,"58",NA,NA,NA,NA,NA,NA,NA,NA,"7.83",NA,NA,NA,"0.97",NA,NA,NA,"0.22","1.91",NA,NA,NA,"1.39",NA,NA
"30","W28.1",NA,NA,NA,NA,NA,"0.13",NA,NA,"4.37","3.95","0.816",NA,NA,"0.38",NA,"0.15","10.4",NA,"7.7","645","3.2",NA,NA,"0.08",NA,NA,"41","193",NA,"31",NA,NA,NA,"800","26","6.57","1.31","6.57","0.015",NA,NA,NA,NA,NA,NA,NA,"6.7",NA,"56","40.03","167","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.4",NA,NA,"3.3","940",NA,NA,NA,"8.26","0.11",NA,NA,"120",NA,"22",NA,"120","289"
"31","W29","51.599","2.121","14.259","9.657",NA,"0.13","6.764","5.86","4.283","3.78","0.928",NA,NA,NA,NA,NA,NA,NA,NA,"751.5","2.8",NA,NA,NA,"103.74",NA,"36.23","229.3","1.16","28.8","4.78","1.95","2.67",NA,"23.41","7.03",NA,"6.57",NA,"0.81",NA,NA,NA,"55.17",NA,"0.19","4.61",NA,"48.83","46.35","187.9",NA,"13.77",NA,"11.83",NA,"64.49",NA,NA,NA,NA,NA,"9.9",NA,"8.65","4.79","898.02","3","0.95",NA,"6.78",NA,"0.24","1.66","107.8","3.14","19.96","1.41","128.2","272.2"
"32","W30","49.94","2.14","12.89","9.72",NA,"0.127","4.48","5.25","2.99","4.08","0.6985",NA,NA,NA,NA,NA,"1",NA,NA,"792.3",NA,NA,NA,"1.3","95.3",NA,NA,"190.3","8.6","31.4",NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,"52.7",NA,NA,"1",NA,"47.2","39.5","162.5",NA,"8.5",NA,NA,NA,"59.5",NA,NA,NA,"229",NA,NA,NA,"10.7","3.8","851.5",NA,NA,NA,"8",NA,NA,"2.8","153",NA,"19.5",NA,"108.9","286.4"
"33","W31","52.5","2.08","14.4","9.8","7.8","0.14","6.6","5.6","4.3","3.81","0.91",NA,"0.15","0.22",NA,"0.3","6.8",NA,NA,"684","3.1",NA,NA,NA,"101","680","35","195","1.1","31","4.4","3.2","2.3","490","25","8.8","3.6","5.5",NA,"0.7",NA,NA,NA,"58","13","0.2","5.2",NA,"79","48","154",NA,"8.2",NA,"13",NA,"62",NA,NA,NA,"280","0.3","14",NA,"8.3","2.4","890","3","0.6",NA,"7.3","0.2","0.2","2","92","1.7","18","1.4","113","229"
"34","W32","52.02","2.09","14.53","9.8","6.45","0.13","6.38","5.41","4.45","3.96","0.83",NA,NA,"0.24",NA,NA,NA,NA,NA,"789","2.86",NA,NA,NA,"106",NA,"37","194","1.25","31.3","4.77","1.91","2.73",NA,"23.7","7.31",NA,"6.72",NA,"0.79",NA,"0.059",NA,"57.1","11.5","0.18","4.97",NA,"53.1","49.5","162",NA,"8.6",NA,"12.8",NA,"63.8",NA,NA,NA,NA,NA,"10.4",NA,"9.05","2.54","933","3.23","1",NA,"6.38","0.12","0.25","1.6","104","1.14","20.6","1.3","114","270"
"35","W33","51.38","2.03","14.53","9.7","6.05","0.13","5.74","5.23","4.5","4.19","0.85","0.57","0.15","0.35",NA,NA,"11",NA,NA,"726",NA,NA,NA,"12","155","281","33","205",NA,"32","4","3","2","248","24","13",NA,"11",NA,"3",NA,NA,NA,"44",NA,NA,"4",NA,"59","50","148",NA,"10",NA,"9",NA,"60",NA,NA,NA,"129",NA,"13",NA,"8","5","901",NA,"1",NA,"4",NA,NA,NA,"103",NA,"17","5","92","302"
"36","W34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.75",NA,NA,NA,"2.8",NA,NA,NA,"103",NA,"34",NA,"1.2",NA,"4.44","1.67","2.73",NA,"21.49","6.74","1.5","6.69",NA,"0.75",NA,NA,NA,"55.45",NA,"0.18",NA,NA,"49.1","45.8",NA,NA,NA,NA,"12.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.65",NA,NA,"3.06","0.95",NA,"7.12",NA,"0.24","1.54",NA,NA,"21.03","1.32",NA,"276"
"37","W35","51.56","2.11","14.43","9.76",NA,"0.13","6.58","5.48","4.43","4.08","0.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","W36",NA,"2.1","14.2","9.76",NA,"0.132","6.1",NA,"4.3","3.8",NA,NA,"0.214",NA,NA,NA,"1.8","0.93",NA,"789",NA,NA,NA,NA,"115",NA,"37","221","1.3",NA,"4.3",NA,"2.59",NA,NA,NA,NA,"6.9",NA,NA,NA,NA,"0.0015","53.9",NA,"0.184",NA,NA,NA,"46.7","141",NA,NA,NA,NA,NA,"64",NA,NA,NA,"357","0.3","10.2","0.07","8.6",NA,NA,"3.1","0.94",NA,"7.2",NA,NA,"1.7","105","1.3",NA,"1.35","124",NA
"39","W37","51.8379978573736","2.10455466585609","15.1476363693471","9.60819487003183",NA,"0.121504437648232","5.96864825274655","5.23521713424438","4.67879853488921","3.92048378061608","0.857613830668264",NA,NA,"0.46",NA,"1.43","1",NA,NA,"790","3.46",NA,NA,"0.15","110","549","36.7","224","1.21","32.2","5.18","2.13","2.82",NA,"24","8.74","1.13","5.82",NA,"0.82",NA,"0.05",NA,"57.7",NA,"0.22","4.55",NA,"54","51","170",NA,"6.84",NA,"12.8",NA,"66",NA,NA,NA,"281",NA,"11.5",NA,"9.2","2.63","979","3.37","1.15",NA,"6.35","0.16",NA,"1.8","100","1.35","23.2","1.45","133","256"
"40","W38","51.908","2.134","14.861","9.983",NA,NA,"6.54","5.503","4.444","3.94","0.817",NA,NA,NA,NA,NA,NA,NA,NA,"723.8",NA,NA,"2.1",NA,"112.757",NA,"32.9","204.2",NA,"22.1",NA,NA,NA,NA,"21.9",NA,NA,NA,NA,NA,NA,NA,NA,"64.6",NA,NA,"5.655",NA,"50.2","47.708","156.652",NA,"4.38",NA,NA,NA,"63.2",NA,NA,NA,NA,NA,"4.009",NA,NA,NA,"877.2",NA,NA,NA,"8.527",NA,NA,"4.34","87.7","34.796","20.856",NA,"111.3","295.928"
"41","W39","51.21","2.114","14.5","9.8","6.31","0.13","6.27","5.48","4.39","4","0.828",NA,NA,"0.22",NA,NA,NA,NA,NA,"765.736390268758",NA,NA,NA,NA,"109",NA,"35","226","1.19","32","4.82","1.93","2.81",NA,"23","7.42",NA,"6.7",NA,"0.8",NA,NA,NA,"58.9",NA,"0.19",NA,NA,"53.1","48","163",NA,"8.82",NA,"12.4",NA,"63",NA,NA,NA,NA,NA,NA,NA,"8.88",NA,"917.794248735775","3.13","0.96",NA,"7.31",NA,"0.24","1.77","110",NA,"21","1.36","112","278"
"42","W39.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.42024961658037",NA,NA,NA,NA,"294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.0151001325036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","W40","53.39","2.25","14.19","11.42","5.95","0.136","4.62","5.35","2.9","4.23","0.6",NA,NA,"0.28",NA,"1.095",NA,NA,NA,"690","1.9","0.032",NA,"0.15","95.39",NA,"31.66","190","0.99","33.93","3.42","1.27","2.02",NA,"20.84","6.11","1.05","4.1",NA,"0.56",NA,NA,NA,"46.73","8.1","0.12","4.61",NA,"53.17","36.95","133.76",NA,"4.8",NA,"9.48",NA,"60.79",NA,NA,NA,NA,"0.28","8.58",NA,"6.68","2.01","940.22","2.64","0.64","0.004","4.75","0.087","0.155","1.19","107.8","0.91","17.45","0.903","88.53","241.1"
"44","W41",NA,"2.05","13.96","9.69",NA,"0.13","5.97","5.16","4.41","4.14",NA,NA,NA,NA,NA,NA,"1.7","0.71",NA,"780",NA,NA,"0.9",NA,"101.8","530","35.8","236","1.15",NA,"4.9",NA,"2.83",NA,NA,NA,NA,"7.15",NA,NA,NA,NA,NA,"56",NA,"0.163",NA,NA,NA,"47",NA,NA,NA,NA,NA,NA,"61",NA,NA,NA,NA,NA,"10.25",NA,"8.6",NA,"940","2.89","0.84",NA,"6.56",NA,NA,NA,"108",NA,NA,"1.2","120","240"
"45","W41.1","57.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1",NA,"1.6",NA,NA,NA,NA
"46","W42","52.29","2.24","14.14","9.53",NA,"0.123","6.27","5.31","4.48","4.06","0.889",NA,NA,"0.399",NA,NA,NA,NA,NA,"741",NA,NA,NA,NA,"95",NA,"30","210",NA,"25",NA,NA,NA,"535","28",NA,NA,"5",NA,NA,NA,NA,NA,"50","10",NA,"7",NA,"4","45","86",NA,"4",NA,NA,NA,NA,NA,NA,NA,"334",NA,NA,NA,NA,NA,"895",NA,NA,NA,NA,NA,NA,NA,"105",NA,"21",NA,"105","296"
"47","W43",NA,NA,NA,"8.46",NA,"0.123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"670.45",NA,NA,NA,NA,"104.55",NA,"36.3","210.8","1.23","29.17","4.99","1.95","2.6",NA,NA,"6.82",NA,"5.04",NA,"0.78",NA,NA,NA,"53.38","11.56","0.19",NA,NA,"50.35","45.73","161.84",NA,"8.9",NA,"11.44",NA,"61.36",NA,NA,NA,NA,NA,NA,NA,"8.29",NA,"954.97","2.2","1.07",NA,"6.66",NA,"0.22","1.67","108.52",NA,"21.61","1.2","118.17","280"
