"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","Ag","As","Au","B","Ba","Be","Bi","Br","C(org)","C(tot)","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"46","F56","68.09","0.5","15.17","2.68","1.9","0.046","1.16","1.73","3.85","4.85","0.21",NA,NA,"0.88",NA,NA,NA,"13","713","8.96","5.2",NA,NA,NA,"0.15","102",NA,"5.9","499","15.5","53","2.91","1.23","1.43",NA,"26","6.51",NA,"5.5",NA,"0.38",NA,"0.019",NA,"51","91.6","0.12",NA,NA,"12.2","39","18.3",NA,"42.5",NA,"11.6",NA,"270",NA,NA,NA,"1450","0.33","4.77",NA,"5.84","4.7","453","1","0.64",NA,"25.4","1.32","0.12","8.8",NA,NA,"11.1","1.02","35.2","172"
"47","F57","69.06","0.46","15.14","2.53",NA,"0.041","1.05","1.63","3.78","5.16","0.2",NA,NA,"0.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","F58","56.6","0.339","16.2","1.86",NA,"0.032","1.86","1.39",NA,"4.51",NA,NA,"1.09",NA,NA,NA,NA,NA,"1100",NA,"3.2","1.7",NA,NA,NA,"162",NA,NA,"397",NA,"69",NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,"84",NA,NA,"2.3",NA,"5.8","62.9","118",NA,"34.4",NA,NA,NA,"212",NA,NA,NA,"394",NA,NA,NA,"110",NA,"358",NA,NA,NA,"17.2",NA,NA,NA,NA,"13.5","7.5",NA,"29.8","103"
"49","F59","68.3","0.49","15.4","2.69","1.7","0.04","1.14","1.73","3.88","5.18","0.21",NA,NA,"0.91",NA,NA,NA,NA,"707",NA,NA,NA,NA,NA,NA,"69",NA,NA,"523",NA,"52",NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,NA,NA,NA,"13","29","19",NA,"41",NA,NA,NA,"260",NA,NA,NA,NA,NA,NA,NA,NA,NA,"453",NA,NA,NA,"27",NA,NA,"8","42",NA,"12",NA,"34","169"
"50","F60","68.36","0.47","15.3","2.65",NA,"0.04","1.15","1.71","3.89","5.05","0.209",NA,NA,"0.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","F61","68.384","0.4931","15.136","2.774",NA,"0.0467","1.1344","1.6972","3.791","4.957","0.21024",NA,NA,"0.984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","F62","67.79","0.48","15.15","2.64",NA,"0.05","1.13","1.73","3.83","5.02","0.23",NA,NA,"0.69",NA,NA,NA,NA,"691",NA,NA,NA,NA,NA,NA,"86",NA,"12","494",NA,"52","2",NA,"1",NA,"23","4",NA,NA,NA,NA,NA,NA,NA,"46","100",NA,NA,NA,"23","35","12",NA,NA,NA,"8",NA,"243",NA,NA,NA,NA,NA,NA,NA,"5",NA,"451",NA,NA,NA,"21",NA,NA,"5","38",NA,"9","0.9","44","228"
"53","F64","69.6","0.46","14.2","2.4",NA,"0.045","1.2","1.6","3.8","5.1","0.25",NA,NA,"0.9",NA,NA,NA,NA,"688","7.6",NA,NA,NA,NA,"0.065","87.4","160","5.6","480","13.4","54.7","2","0.89",NA,"700","23.8",NA,NA,NA,NA,"0.34",NA,NA,NA,"43.7","97.6","0.12","4.32",NA,NA,"34.5","19",NA,"39.9",NA,"9.8",NA,"250",NA,NA,NA,"620","0.22","4.3",NA,"5.3","4.11","424",NA,NA,NA,"21.4","1.37","0.12","7.66","41.2",NA,"18","0.83","34.6","185"
"54","F65","68.43","0.49","15.36","2.66",NA,"0.038","1.11","1.57","3.25","4.88","0.19",NA,NA,"0.91",NA,"2.8",NA,NA,NA,"6.3",NA,NA,NA,NA,"1.8",NA,"166","8.2","487",NA,"52",NA,NA,NA,NA,NA,NA,NA,NA,"0.00172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,"56",NA,NA,NA,NA,NA,NA,NA,"880","3.2",NA,NA,NA,NA,"425",NA,NA,NA,NA,"1.1",NA,NA,"39",NA,NA,NA,"42",NA
"55","F68","68.19","0.49","15.27","2.68",NA,"0.0275","1.17","1.66","4","5.08","0.19",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57",NA,NA,NA,NA,NA,"21",NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47",NA,NA,NA,"113",NA
"56","F68.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113",NA,"6",NA,NA,NA,NA,NA,NA,NA,"517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"918",NA,NA,NA,NA,NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","F69","68","0.49","15.5","2.62",NA,"0.05","1.18","1.74","3.91","5.11","0.21",NA,NA,"0.87",NA,"2.5",NA,NA,"695","7.9","5.61",NA,NA,NA,NA,"98.2",NA,"5.5","529","13.3","52.4","2.36","1.02","1.34",NA,"23.9","3.7","2.11","5.14",NA,"0.4",NA,NA,NA,"47.9",NA,NA,"4.6",NA,"12","36.9","19.8",NA,"42.8",NA,"10.5",NA,"264",NA,NA,NA,"1200",NA,"5.5",NA,"5.8","4.5","446","1.07","0.46",NA,"24.1",NA,NA,"8.06","39.9","21.1","10.8","0.9","31.7","179"
"58","F70","67.37","0.493","15.35","2.66",NA,"0.046","1.13","1.76","4","5.01","0.213",NA,NA,"1",NA,NA,NA,NA,"701","9.06",NA,NA,NA,NA,NA,"72",NA,"8",NA,"15.28","36","2.43","1.05","1.4",NA,"23","4.03",NA,NA,"0.0014","0.41",NA,NA,NA,"52.5","109.5","0.13","5.07",NA,"12","40.3","15",NA,"40",NA,"11.9",NA,"252",NA,NA,NA,NA,"0.26","5.4",NA,"6.16",NA,"417",NA,"0.49",NA,"27","1.43","0.15","5","37",NA,"10","0.88","36",NA
"59","F71","67.54","0.49","16.18","2.7",NA,"0.06","1.25","1.67","3.66","5.04","0.19","0.17",NA,"0.85",NA,NA,NA,NA,"939",NA,NA,NA,NA,NA,NA,NA,NA,NA,"495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"258",NA,NA,NA,"900",NA,NA,NA,NA,NA,"580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","F72","67.92","0.51","15.61","2.41",NA,"0.05","1.13","1.65","3.77","5.22","0.22",NA,NA,"1.04",NA,NA,NA,NA,"1043","8.8",NA,NA,NA,NA,NA,"102.67",NA,"7.5","522",NA,"53","2.46","1.08","1.41",NA,"26","3.92","1.42","5.39",NA,"0.4",NA,NA,NA,"52.87",NA,"0.15","4.64",NA,"13","40.83","19",NA,"35",NA,"11.68",NA,"266",NA,NA,NA,NA,NA,"3.5",NA,"6.13","4.39","461","1.07","0.53",NA,"23",NA,"0.15","7.63","37","20.06","20","1.03","62.5","183"
"61","F73","68","0.46","15.5","2.82",NA,"0.045","1.3","1.82","3.88","4.99","0.197",NA,NA,"0.63",NA,NA,NA,NA,"685","8.6",NA,NA,NA,NA,NA,"95",NA,"5.7","490","11.8","52","2.09","0.92","1.27",NA,"24.1","3.9",NA,"4.7",NA,"0.36",NA,NA,NA,"46","95","0.123","4.4",NA,"11.7","34","19",NA,"37",NA,"9.7",NA,"260",NA,NA,NA,NA,"0.19","5.3",NA,"5.9","4.3","450","0.85","0.49",NA,"26","1.2","0.127","6.5","41","20.2","9.75","0.82",NA,"188"
"62","F75","67.43","0.4837","14.59","2.602",NA,"0.04","1.071","1.707","3.882","5.168","0.2085",NA,NA,"0.75","1.651","3.0445",NA,NA,"701.8","7.43","5.54",NA,NA,"430",NA,"98.18","190","5.3805","366","13.355","51.17","2.47","1.099","1.518","1230","25.695","4.376",NA,NA,NA,"0.377",NA,NA,NA,"49.74","93.43","0.154","4.5755",NA,"12.91","38.03","18.24",NA,"38.49",NA,"10.82",NA,"255.5",NA,NA,NA,"980",NA,"6.331",NA,"6.147",NA,"450.8",NA,"0.498",NA,"27.48",NA,"0.138","9.009","39.835","33.6","10.7","0.96","48.73",NA
"63","F76","68.06","0.48","15.22","2.64",NA,"0.049","1.1","1.69","4.02","5.27","0.2",NA,NA,"1.58","0.9","2",NA,NA,"666",NA,"4",NA,NA,NA,NA,"87",NA,"7","471","12","50",NA,NA,NA,NA,"24",NA,NA,"3",NA,NA,"0.5",NA,NA,"48",NA,NA,"4",NA,"12","31","17",NA,"42",NA,NA,NA,"266",NA,NA,NA,"801",NA,"6",NA,"7","3.5","449",NA,NA,NA,"24",NA,NA,"7","39","17","11",NA,"31","164"
"64","F77","67.96","0.46","14.94","2.71",NA,"0.04","1.17","1.64","3.64","5.1","0.2",NA,NA,"0.99",NA,NA,NA,NA,"722",NA,NA,NA,NA,NA,NA,"80","122","4","497",NA,"46",NA,NA,NA,"890","23","4",NA,"6",NA,NA,NA,NA,NA,"49",NA,NA,NA,NA,"12","32",NA,NA,"41",NA,NA,NA,"257",NA,NA,NA,"401",NA,"6",NA,NA,NA,"397",NA,NA,NA,"24",NA,NA,NA,"37",NA,"12",NA,"37","159"
"65","F78","68.74","0.49","15.16","2.74","1.821","0.045","1.13","1.75","3.86","5.12","0.22","0.8317","0.1712","0.81","0.218","2.37",NA,"13.179","689","8.07","5.85",NA,"104",NA,"0.08","92.8","181.005","5.66","557","13.5","59.9","2.32","0.996","1.36","1126","25.3","3.74","1.87","5.02","0.0031","0.398",NA,NA,NA,"48.1","100.247","0.135","4.27",NA,"10.7","36.7","18.6",NA,"39.9",NA,"10.6",NA,"266",NA,NA,NA,"1039","0.21","5","0.061","5.82","4.09","458","1.07","0.461",NA,"23.3",NA,"0.147","7.45","38.9","21.6","10.8","0.935","37.6","181"
"66","F79","66.29","0.448","17.02","2.54",NA,"0.0495","1.6","1.74","3.9","5.18","0.28",NA,NA,"0.7345",NA,NA,NA,NA,"683",NA,NA,NA,NA,NA,NA,NA,"323",NA,"467",NA,"139",NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,NA,"268",NA,NA,NA,NA,NA,NA,NA,NA,NA,"451",NA,NA,NA,NA,NA,NA,NA,"76",NA,NA,NA,NA,"146"
"67","F80","68.4","0.48","15.39","2.71",NA,"0.042","1.17","1.75","3.66","5.2","0.22",NA,NA,"0.93",NA,NA,NA,NA,"712",NA,NA,NA,NA,NA,NA,"91",NA,"3","562",NA,"33",NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,"41",NA,NA,NA,NA,"13",NA,"7",NA,"66",NA,NA,NA,"237",NA,NA,NA,"0.11",NA,NA,NA,NA,NA,"452",NA,NA,NA,NA,NA,NA,NA,"43",NA,"46",NA,"48","184"
"68","F81","69.47","0.535","15.89","2.74",NA,"0.046","1.239","1.973","4.055","5.278","0.242",NA,NA,NA,"0.185",NA,NA,NA,"727.6","8.205","6.715",NA,NA,"486","0.15","98.87",NA,"5.973","506.5","14.92","51.12","2.4","1.033","1.395",NA,"26.22","4.378","1.704","5.307",NA,"0.397",NA,"0.04",NA,"48.93","101.9","0.164","4.646",NA,"13.996","39.34","21.53",NA,"39.51",NA,NA,NA,"280.1",NA,NA,NA,"1039","0.218","6.037","0.897","6.233","3.299","468.7","1.089","0.486","0.219","23.26","1.29","0.149","9.224","40.96","12.52","11.64","0.955","36.48","186.8"
"69","F83","69.34","0.487","14.85","2.67",NA,"0.047","1.07","1.7","3.61","5.01","0.2",NA,NA,"0.95","0.7",NA,NA,NA,"720","9","2",NA,NA,NA,NA,"102",NA,"6","580","13.8","60","2.3","1","1.45",NA,"27","3.8","2","5.2",NA,"0.4",NA,NA,NA,"50.5",NA,"0.12","4",NA,"13","39.4",NA,NA,"38",NA,"10.8",NA,"291",NA,NA,NA,NA,NA,"5",NA,"6.3","4","465","1","0.5",NA,"24.3","1.2","0.13","8.1","43","21","11","0.8","40","163"
"70","F84","68.56","0.559","14.17","2.55",NA,"0.061","1.04","2.38","1.7","3.05","0.22",NA,NA,"0.96",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"255","3","283",NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"27",NA,NA,NA,"22",NA
"71","F85","68.3173","0.4945","15.1192","2.6734",NA,"0.0445","1.1906","1.7239","3.7957","5.1069","0.2069",NA,NA,"0.917",NA,"0.234033",NA,"12.74615","716.0063","8.49074","6.058449",NA,NA,NA,"0.045541","98.46376",NA,"5.548606","504.1349","13.91077","54.70448","2.35936","1.083838","1.357986",NA,"24.9598","3.68378","1.186427","4.976121",NA,"0.390647",NA,NA,NA,"49.00771","100.9747","0.135085","4.535911",NA,"12.71202","37.37072","20.04052",NA,"42.02873",NA,"11.22556",NA,"272.4269",NA,NA,NA,NA,NA,"4.615033",NA,"5.765198","4.11331","462.6546","0.949103","0.491248",NA,"24.02853","1.427124","0.147507","7.956702","41.30175","19.5078","11.24538","0.942961","32.49468","178.3687"
"72","F86","68.1","0.493","14.7","2.65",NA,"0.045","1.09","1.71","3.93","5.1","0.205",NA,NA,"0.83","0.203","3.7",NA,NA,"697","8.98","5.78",NA,NA,NA,"0.117","99.9","240","5.74","493",NA,"57.9","2.33","1.12","1.35","1090","24.5","4.19","2.41","5.71",NA,"0.406",NA,NA,NA,"48.9","103","0.143","4.33",NA,"12.1","38.5","21.6",NA,"41.5",NA,"10.95",NA,"257",NA,NA,NA,"1090","0.238","4.35",NA,"5.94","4.06","446","1.09","0.493","0.219","25.8","1.35","0.148","8.5","41.9","22.1","10.7","0.95","34.4","178"
"73","F88","68.07","0.492","15.47","3.18",NA,"0.051","1.184","0.712","4.041","5.07","0.262",NA,NA,"0.94",NA,"4",NA,NA,"686",NA,NA,NA,NA,NA,NA,"87",NA,"7","565","12","58",NA,NA,NA,"1328",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38",NA,NA,"5",NA,"11","34","19",NA,"37",NA,NA,NA,"266",NA,NA,NA,"797",NA,NA,NA,NA,NA,"435",NA,NA,NA,"29",NA,NA,"5","40",NA,"12",NA,"37","168"
"74","F89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"697",NA,NA,NA,NA,NA,NA,"93",NA,NA,NA,"13.8",NA,"2.2","1.1","1.3",NA,"26","4.2",NA,"4.8",NA,"0.4",NA,NA,NA,"46.7",NA,"0.14",NA,NA,"12.6","35.7",NA,NA,NA,NA,"10.3",NA,"271",NA,NA,NA,NA,NA,NA,NA,"5.7","3.8","448","1","0.5",NA,"22.9",NA,"0.15","7.8",NA,"19.4","10.9","0.9",NA,"173"
"75","F90","68.27","0.49","15.27","2.68",NA,"0.049","1.15","1.7","3.75","5.09","0.207",NA,NA,"0.93",NA,NA,NA,NA,"701",NA,NA,NA,NA,"709",NA,NA,NA,NA,"512",NA,"50",NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,"14",NA,NA,NA,NA,NA,"259",NA,NA,NA,NA,NA,NA,NA,NA,NA,"462",NA,NA,NA,NA,NA,NA,NA,"34",NA,NA,NA,"28","179"
"76","F91","67.473","0.509","15.224","2.629",NA,NA,"1.021","1.648","3.285","5.108","0.21",NA,NA,"0.973",NA,"2.564","0.074",NA,"444.1","10.58",NA,NA,NA,NA,NA,"73.528",NA,"9.914","465.8",NA,"53.41","1.724","0.914","1.441",NA,"16.97","4.373",NA,NA,"0.075","0.303",NA,NA,NA,"39.244",NA,"0.158","5.002",NA,NA,"28.761","11.73",NA,"40.15",NA,"8.339",NA,"230.897",NA,NA,NA,NA,NA,NA,NA,"4.369",NA,NA,NA,"0.455",NA,"16.901",NA,"0.114","5.001",NA,NA,"8.99","0.7","34.09",NA
"77","F93","60.7","0.38","11","2.81",NA,"0.02",NA,"1.75",NA,"3.94","1.33",NA,NA,"0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"433",NA,"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,"47",NA,NA,NA,"174",NA,NA,NA,"550",NA,NA,NA,NA,NA,"666",NA,NA,NA,NA,NA,NA,"6","47","25","23",NA,"32","180"
"78","F94","68.7","0.49","15.3","2.66",NA,"0.05","1.16","1.71","3.86","5.14","0.2",NA,NA,"0.94",NA,NA,NA,"26","717","9","5.9",NA,NA,NA,NA,"105",NA,"6","528","14.1","54","2.45","1.05","1.38",NA,"26.3","4.39","2","5",NA,"0.4",NA,NA,NA,"50.4","106","0.14","4",NA,"10","39.9","20",NA,"45",NA,"11.4",NA,"275",NA,NA,NA,"909",NA,NA,NA,"5.9","4","464",NA,"0.56",NA,"24",NA,"0.14","8.55","42","20","10.8","1","32","185"
"79","F96","67.92","0.48","15.08","2.57",NA,"0.04","1.13","1.69","3.79","5.09","0.21",NA,NA,NA,NA,NA,NA,NA,"700.5",NA,NA,NA,NA,NA,NA,"98.05",NA,NA,"516.3","14.5","49","2.111","0.927","1.285",NA,"23","3.54",NA,"4.56",NA,"0.354",NA,NA,NA,"45.15",NA,"0.1309","3.7",NA,"13","35.35","18",NA,"35.8",NA,"10.34",NA,"269",NA,NA,NA,NA,NA,"4.59",NA,"5.4",NA,"457.8","1.03","0.449",NA,"22.2",NA,"0.127","7.88","42.8",NA,"12.3","0.846","29.5","173.8"
"80","F96.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","F97","68.3","0.5","15","2.63",NA,NA,"1.22","1.79","3.86","5.1","0.21",NA,NA,"0.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","F99","68.76","0.486","15.26","2.63",NA,"0.045","1.11","1.71","3.86","5.1","0.215",NA,NA,"0.78",NA,NA,NA,NA,"700",NA,NA,NA,NA,NA,NA,"80.4","190",NA,"490.5",NA,"55",NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,"42.8",NA,NA,NA,NA,"12.8",NA,"16",NA,"40",NA,NA,NA,"266",NA,NA,NA,"550",NA,NA,NA,NA,NA,"450",NA,NA,NA,"24.8",NA,NA,NA,"43.5",NA,NA,NA,"33.5","169.5"
"83","F100","68.582","0.492","15.234","2.676",NA,"0.046","1.127","1.727","3.812","5.103","0.209",NA,NA,"0.901","0.188","3.806",NA,NA,"655.107","5.456","2.587",NA,NA,NA,"0.0504","41.727",NA,"2.604","255.144","12.022","36.914","1.935","0.866","1.116",NA,"17.592","3.128","3.935","3.739",NA,"0.322",NA,NA,NA,"35.102","58.892","0.103","4.954",NA,"12.885","28.622","11.429",NA,"14.339",NA,"8.177",NA,"135.423",NA,NA,NA,NA,"0.341","3.448","2.206","4.685","4.473","256.079","2.118","0.376",NA,"16.132","1.134","0.115","3.031","38.23","20.868","8.675","0.81","20.566","128.859"
"84","F101","68.29","0.49","15.21","2.72",NA,"0.04","1.16","1.7","3.89","5.13","0.21",NA,NA,"0.97",NA,NA,NA,NA,"721","9.03",NA,NA,NA,NA,NA,"98",NA,"5.66","502","14.7","55.7","2.39","1.07","1.38",NA,"24.2","4.14","1.77","5.32",NA,"0.4",NA,NA,NA,"47.7","104","0.14",NA,NA,"12.8","39.9","18.7",NA,"43.9",NA,"10.8",NA,"262",NA,NA,NA,NA,NA,"5.03",NA,"5.95",NA,"460","0.98","0.49",NA,"25.4",NA,"0.15","8.55","40.3",NA,"11.8","0.95","32.2","193"
"85","F102","67.86","0.49","15.09","2.7",NA,NA,"1.16","1.66","3.7","5.06","0.23","0.1",NA,"0.94",NA,NA,NA,NA,NA,NA,NA,NA,NA,"608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","F104","67.97","0.49","15.15","2.69","2.38","0.045","1.12","1.71","3.68","5.11","0.206",NA,NA,"0.94",NA,NA,NA,NA,"718",NA,NA,NA,NA,NA,NA,"92.1",NA,NA,"479","13.7","52","2.17","0.95","1.3",NA,"24","3.4",NA,"5.31",NA,"0.37",NA,NA,NA,"46.7",NA,"0.14","4.71",NA,"13.1","35.1","13",NA,"39.8",NA,"10.1",NA,"271",NA,NA,NA,NA,NA,"2.59",NA,"5.55",NA,"450","0.96","0.43",NA,"23.7",NA,"0.13","7.78","40","32.5","11","0.87","34","170"
"87","F104.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","F105","67.73","0.44","14.08","2.639",NA,"0.049","1.143",NA,"4.154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","F106","68.53","0.49","15.48","2.73",NA,"0.046","1.2","1.82","3.66","5.04","0.21",NA,NA,"1.07",NA,NA,NA,NA,"729.68","8",NA,NA,NA,NA,NA,"99.4",NA,"6.3","533.9","13.9","50.8","2.4","1.1","1.4",NA,"24.5","4.5",NA,"5.2",NA,"0.4",NA,NA,NA,"49.5",NA,"0.1","4.9",NA,"13.1","38.6","17.7",NA,"41.3",NA,"11.2",NA,"275.3",NA,NA,NA,NA,NA,"4.73",NA,"6","3.8","450.68","1","0.5",NA,"24.3","1.7","0.2","7.9","44.3","18.5","12.1","0.9","33.13","182.99"
"90","F107","69.07","0.5","15","2.7",NA,"0.05","1.12","1.75","3.86","5.08","0.2",NA,NA,NA,NA,"4.6",NA,NA,"696.6",NA,"2.2","1.4",NA,NA,NA,"58.9",NA,NA,"385.8",NA,"48.8",NA,NA,NA,NA,"21.8",NA,NA,NA,NA,NA,NA,NA,NA,"36.6",NA,NA,"3.9",NA,"11.6","23","14.8",NA,"38.2",NA,NA,NA,"254.5",NA,NA,NA,NA,NA,"4.2",NA,NA,NA,"431.5",NA,NA,NA,NA,NA,NA,"7.6","34.8","17.5","13.9",NA,"30.6","156.6"
"91","F107.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","F108","68.61","0.516","15.23","2.579","1.8","0.0461","1.172","1.573","3.797","4.749","0.2018","0.89","0.12","0.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,"783",NA,"99.2",NA,NA,NA,NA,NA,"2.18","1.012","1.33","1277",NA,"3.73",NA,NA,NA,"0.376",NA,NA,NA,"49.3","118.4","0.135",NA,NA,NA,"37.2",NA,NA,NA,NA,"10.61",NA,NA,NA,NA,NA,"1026",NA,NA,NA,"5.83",NA,"483",NA,"0.466",NA,NA,NA,"0.15",NA,NA,NA,"10.85","0.922",NA,NA
"93","F108.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","F110","68.33","0.501","15.31","2.69",NA,"0.053","1.02","1.74","3.8","5.6","0.21",NA,NA,"0.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
