"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","NA","Ag","As","Au","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"48","U42",NA,NA,NA,"11.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.3",NA,"89.7","2381",NA,NA,NA,NA,"0.32",NA,NA,NA,NA,"0.55",NA,NA,NA,NA,NA,"0.38",NA,"0.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.5",NA,"0.7",NA,NA,NA,"0.24",NA,NA,NA,NA,NA,NA,NA,NA,"1.1","64",NA
"49","U43","42.2","0.37","7.92","11.6","8.4","0.17","21.5","7.46","1.28","0.05","0.02","4.8","0.07","4.36",NA,NA,NA,NA,NA,"10",NA,NA,NA,"0.08","1.3","100","92.9","2396","0.2","54.8","1.56","1.1","0.37","60","9","1.13",NA,NA,NA,"0.36",NA,NA,NA,"0.4","6","0.17","0.29",NA,NA,"1.6","847",NA,NA,NA,"0.28",NA,"1.1",NA,NA,NA,"0.02",NA,"30.7",NA,"0.7",NA,"13.1",NA,"0.24",NA,"0.02",NA,"0.16",NA,"170",NA,"9.2","1","55","16.6"
"50","U44R","44.29","0.38","7.97","11.59",NA,"0.17","21.53","7.84","1.09","0.02","0.03",NA,NA,"4.6",NA,NA,NA,NA,NA,"6.19","0.071",NA,NA,NA,"1.28",NA,"85.8","2261","0.203","44.9","1.56","1.02","0.313",NA,"8.92","1.11",NA,"0.54",NA,"0.359",NA,NA,NA,"0.407",NA,"0.152",NA,NA,"0.408","1.5","899",NA,NA,NA,"0.239",NA,"1.03",NA,NA,NA,NA,NA,"27.6",NA,"0.707",NA,"16.6","0.098","0.249",NA,"0.03",NA,"0.144","0.012","165",NA,"9.8","0.992","64.41","17.96"
"51","U45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.93",NA,NA,NA,NA,"1.28",NA,NA,NA,"0.19",NA,"1.68","1.04","0.305",NA,NA,"1.21",NA,"0.471",NA,"0.365",NA,NA,NA,"0.412",NA,"0.158",NA,NA,"0.346","1.51",NA,NA,"0.276",NA,"0.233",NA,"0.879",NA,NA,NA,NA,NA,NA,NA,"0.689",NA,"16.03","0.038","0.227",NA,"0.029",NA,"0.155","0.01",NA,NA,"9.88","0.997",NA,"15.02"
"52","U46","43.3","0.4","7.75","12.4",NA,"0.15","21.55","7.96","1.08","0.04","0.03",NA,NA,"5.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29",NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,"153",NA,NA,NA,"55","13"
"53","U47",NA,NA,NA,"7.85",NA,"0.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"310",NA,NA,NA,NA,NA,NA,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52",NA
"54","U48","43.4","0.378","7.76","12.3",NA,"0.179","22.1","7.91","0.787","0.121",NA,NA,NA,"4.36",NA,NA,"0.55","0.00084",NA,"109","1.22","0.0019",NA,"0.086","1.258",NA,"78.48","2580","0.228","43.84","1.464","0.974","0.278",NA,"8.54","0.99","1.43","0.582",NA,"0.334",NA,NA,NA,"0.482",NA,"0.148","0.842",NA,"0.805","1.405","732",NA,"0.59","0.0112","0.238","0.0056","2.66",NA,NA,NA,NA,"0.18",NA,NA,"0.676","0.683","14.87","0.045","0.21",NA,"0.154","0.031","0.148","0.087","134","0.263","7.97","0.95","81.88","19.23"
"55","U50","44.18","0.37","7.83","11.87",NA,"0.18","21.24","7.82","1.2","0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","U51","44.25","0.379","7.96","11.9",NA,"0.185","21.46","8.29","1.15","0.05","0.033",NA,NA,"4.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2087",NA,"34.8",NA,NA,NA,NA,"8.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.5",NA,NA,NA,NA,NA,NA,NA,"119",NA,"11.2",NA,"71.5","18.5"
"57","U52","43.9","0.36","7.82","11.46",NA,"0.17","21.9","7.7","1.13",NA,NA,NA,NA,"5.09",NA,NA,NA,NA,NA,"6.6",NA,NA,NA,NA,"1.4",NA,"90.9","2430","0.19","43","1.6","1.03","0.33",NA,"9.06","1.03","0.17",NA,NA,"0.37",NA,"0.029",NA,NA,"3.8",NA,"0.31",NA,NA,"1.6","903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.6",NA,NA,NA,"15.9",NA,"0.22",NA,NA,NA,NA,NA,"130",NA,"9.1",NA,"64","19"
"58","U53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49",NA,NA,NA,NA,"1.3",NA,NA,NA,"0.179",NA,"1.626","1.051","0.301",NA,NA,"1.203",NA,"0.554",NA,"0.358",NA,NA,NA,"0.459",NA,"0.152",NA,NA,NA,"1.523",NA,NA,"0.39",NA,"0.244",NA,"0.93",NA,NA,NA,NA,NA,NA,NA,"0.708",NA,"16.03",NA,"0.224",NA,"0.035",NA,"0.152","0.01",NA,NA,"8.81","1.002",NA,"18.03"
"59","U53.1",NA,"0.372","7.58","11.7",NA,"0.179","20.6","7.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85.7",NA,NA,"41.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.27",NA,"0.27",NA,"0.475",NA,"856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79.2",NA
"60","U54",NA,"0.39","7.77","11.8",NA,"0.18","20.06","7.14","1.14","0.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.7","2590",NA,NA,NA,NA,"0.34",NA,"9.2",NA,NA,"0.63",NA,NA,NA,NA,NA,NA,NA,"0.15",NA,NA,NA,NA,"1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.49","29.5",NA,"0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"178",NA,NA,"0.89",NA,NA
"61","U54.1","47.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",NA,NA,NA,NA,NA,"120",NA,NA,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","U55","42.91","0.392","8.103","11.57",NA,"0.18","20.22","7.788","1.151","0.101","0.033",NA,NA,NA,NA,NA,NA,NA,NA,"9.55","0.3",NA,NA,NA,"1.31",NA,"85.66","2489","0.2","44.5","1.58","0.99","0.31",NA,"4.23","1.06",NA,"0.48",NA,"0.33",NA,NA,NA,"0.81",NA,"0.14",NA,NA,"0.23","1.41","920",NA,NA,NA,"0.25",NA,"1.04",NA,NA,NA,NA,NA,"27.9",NA,"0.65",NA,"15.03",NA,"0.22",NA,"0.04",NA,"0.14",NA,"159.3",NA,"7.89","0.96","69.2","15.14"
"63","U56","43.9","0.38","7.893","11.667",NA,"0.18","20.867","7.79","0.873","0.051","0.032",NA,NA,"4.397",NA,NA,"0.36",NA,NA,"6.667","0.08",NA,NA,"0.057","1.417",NA,"89.967","2536.7","0.182","42.333","1.417","0.877","0.33",NA,"8.667","1.317",NA,"0.597",NA,"0.366",NA,NA,NA,"0.419","4.433","0.168",NA,NA,NA,"1.637","937.67",NA,NA,NA,"0.203",NA,"0.923",NA,NA,NA,NA,"0.078","30.033","0.193","0.798",NA,"15.7",NA,"0.247",NA,NA,NA,NA,NA,"169.67",NA,"9.367","1.137","60.33","16"
"64","U57","44.82","0.433","7.52","9.82",NA,"0.148","22.67","7.58","1","0.04","0.02",NA,NA,NA,NA,"0.026","0.525","0.184",NA,"6.39","0.069","0.0023",NA,"0.045","1.248",NA,"94.96","1874","0.18","44.42","1.595","1.02","0.308",NA,"9.55","1.133","1.4","0.53",NA,"0.349",NA,NA,NA,"0.343","5.14","0.152","0.29",NA,"0.39","1.496","757",NA,"0.26",NA,"0.231",NA,"0.942",NA,NA,NA,NA,"0.073","32.31","0.427","0.703","0.265","17.5","0.056","0.222","0.03","0.0288","0.013","0.151","0.011","196","0.092","8.481","0.995","50.58","14.12"
"65","U58","43.46","0.35","7.86","11.73","9.54","0.18","20.49","7.46","0.92","0.05","0.02","4.8","0.1","4.87",NA,NA,"12",NA,NA,"14",NA,NA,NA,"5",NA,"41","84","3104",NA,"43",NA,NA,NA,"145","7",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"5",NA,"931",NA,"3",NA,NA,NA,"2",NA,NA,NA,"111",NA,"32",NA,NA,"4","17",NA,NA,NA,"1",NA,NA,NA,"158",NA,"8",NA,"56","22"
"66","U59","43.906","0.361","8.178","12.143","9.042","0.152","21.506","7.721","1.063","0.056","0.034",NA,"0.22","4.84",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,"1.26","23","82","2509","0.16","60.3","1.69","1.37","0.3",NA,"8.23","1.65","0.39","0.69",NA,"0.42",NA,NA,NA,"0.44","54.1","0.2",NA,NA,"0.39","1.54","685",NA,"0.28",NA,"0.24",NA,"0.9",NA,NA,NA,"356",NA,"25.9",NA,"0.81","0.25","15.54","0.02","0.28",NA,"0.04",NA,"0.22",NA,"190","0.01","10.45","1.25","67.2","14.84"
"67","U60",NA,"0.62",NA,NA,NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.21","2.3",NA,NA,"6",NA,NA,NA,NA,NA,NA,"115","3565",NA,NA,"1.7","1.2","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2",NA,NA,NA,"2821",NA,"0.6",NA,NA,NA,"1.2",NA,NA,NA,NA,"2",NA,NA,NA,"30","17",NA,NA,NA,NA,NA,NA,NA,"271",NA,NA,NA,NA,"7"
"68","U61","38.41","0.006","0.2","7.78",NA,"0.09","46.26","0.19","0.01","0.01","0.003",NA,NA,"5.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","U62","44.43","0.38","8.02","11.93",NA,"0.18","21.37","7.91","1.15","0.05","0.03","5.37","0.53","4.5",NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,"91","2473",NA,"46",NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"904",NA,NA,NA,NA,NA,NA,NA,NA,NA,"140",NA,"31",NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,"159",NA,"10",NA,"63","27"
"70","U63","43.87","0.466","7.56","12.65",NA,"0.164","21.35","8.04","1","0.036","0.034",NA,NA,"4.81",NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"51",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,"401",NA,"8",NA,NA,NA,"1",NA,NA,NA,"161",NA,NA,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,"134",NA,"13",NA,"62","15"
"71","U64","44.5","0.38","8.01","11.7",NA,"0.177","21.2","7.79","1.05","0.05","0.04","0.23",NA,"6.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90.5","2357",NA,"47.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.7",NA,NA,NA,NA,NA,NA,NA,"180",NA,NA,NA,"66.5",NA
"72","U64.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","U65","44.65","0.39","8.05","11.81","8.54","0.19","21.57","7.95","0.99","0.05","0.02",NA,"0.1","4.76",NA,NA,NA,"0.00141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.01174",NA,"0.01136",NA,NA,"0.00146","0.00454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","U66",NA,"0.38",NA,"11.72",NA,"0.167",NA,"7.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2740",NA,"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63",NA
"75","U67","44.27","0.3755","7.57","11.835",NA,"0.1765","21.695","7.685","1.21","0.075","0.0275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,"79.5","2453",NA,"241",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"927.5",NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,"165.5",NA,"12",NA,"67","23"
"76","U68","44.31","0.4","7.95","11.88",NA,"0.19","21.23","7.74","1.15","0.05","0.043",NA,NA,"4.29",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"101.5","2531",NA,"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"890",NA,"2.4",NA,NA,NA,NA,NA,NA,NA,"233",NA,NA,NA,NA,NA,"55",NA,NA,NA,"4.5",NA,NA,NA,NA,NA,NA,NA,"62.3",NA
"77","U69R","43.1","0.36","7.7","12.2",NA,"0.22","22.4","8","0.9",NA,NA,NA,"0.06","4.32",NA,NA,"4.6",NA,"18",NA,NA,NA,NA,NA,"1.3","100","82","2700",NA,"34","1.5","1","0.3",NA,"10","1","1.1","0.5",NA,"0.4",NA,NA,NA,"0.5","3.5","0.2","0.2",NA,"0.5","1.4","800",NA,NA,NA,"0.3",NA,"1.2",NA,NA,NA,"200",NA,"26",NA,"0.7",NA,"17",NA,NA,NA,NA,NA,"0.2",NA,"178",NA,"9.3","0.9","76",NA
"78","U70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.26","6.07","0.061",NA,NA,NA,"1.27",NA,"87.9","2250","0.186","45","1.61","1.01","0.288",NA,"8.77","1.19",NA,"0.565",NA,"0.368",NA,NA,NA,"0.408",NA,"0.158","0.475",NA,"0.386","1.525","852",NA,"0.334",NA,"0.24",NA,"0.93",NA,NA,NA,NA,NA,"27.4",NA,"0.757","0.254","16","0.026","0.23",NA,"0.033","0.017","0.159","0.012","173",NA,"10","1.02","64.6","17.2"
"79","U71","43.9","0.37","7.94","12.57",NA,"0.18","21.39","7.85","0.93","0.04","0.02",NA,NA,"4.53",NA,NA,NA,NA,NA,"6.3",NA,NA,NA,"0.13","1.17",NA,"85.3","1957","0.31","41.86","1.55","1.02","0.29",NA,NA,"1.15",NA,NA,NA,"0.34",NA,NA,NA,"0.37","4.86","0.15",NA,NA,NA,"1.42","817",NA,"0.36",NA,"0.24",NA,"1.23",NA,NA,NA,NA,NA,"28",NA,"0.69",NA,"16",NA,"0.22",NA,NA,NA,"0.15","0.013","153",NA,"8.97","0.94","57.3","17.9"
"80","U72","44.1","0.37","8.04","11.7",NA,"0.18","21.3","7.84","1.1",NA,NA,NA,NA,"4.59",NA,NA,NA,NA,NA,"6.2",NA,NA,NA,NA,"1.3",NA,"82",NA,NA,"41","1.5","1",NA,NA,NA,"1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.4","820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,"150",NA,"7.9","0.9","42",NA
"81","U73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.05","0.08",NA,NA,NA,"1.26",NA,"73.1","2679","0.17","37.4","0.918","0.697","0.184",NA,"8.39","0.629",NA,"0.63",NA,"0.22",NA,NA,NA,"0.445","3.31","0.148",NA,NA,"0.345","1.45","837",NA,"0.25",NA,"0.228",NA,"0.78",NA,NA,NA,NA,NA,"14.9",NA,"0.469",NA,"14.2","0.04","0.127",NA,"0.035",NA,"0.121","0.012","170",NA,"8.82","0.899","69.5","14.7"
"82","U74","44.04","0.384","7.549","12.066",NA,"0.167","21.286","8.077","0.988","0.033",NA,NA,NA,"4.053",NA,NA,NA,NA,NA,"10.8",NA,NA,NA,NA,NA,NA,"48","2056",NA,"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.96",NA,NA,NA,NA,NA,NA,NA,"139.91",NA,NA,NA,"88",NA
